Time [sec]	Time (UTC)	P [hPa]	T [°C]	Hu [%]	Ws [m/s]	Wd [°]	Ws U [m/s]	Ws V [m/s]	Geopot [m]	Dew [°C]
2698      	09:41:27  	297.5  	-30.2 	54    	3.4     	212   	1.8       	2.9       	9798      	-35.9
2700      	09:41:29  	299.2  	-29.9 	54    	3.3     	210   	1.6       	2.9       	9758      	-35.7
2702      	09:41:31  	300.9  	-29.6 	54    	3.2     	207   	1.4       	2.9       	9717      	-35.5
2704      	09:41:33  	302.6  	-29.3 	53    	3.2     	206   	1.4       	2.9       	9677      	-35.2
2706      	09:41:35  	304.3  	-29.0 	53    	3.0     	206   	1.3       	2.7       	9638      	-34.9
2708      	09:41:37  	305.9  	-28.6 	53    	2.9     	207   	1.3       	2.6       	9598      	-34.6
2710      	09:41:39  	307.6  	-28.3 	54    	2.7     	210   	1.3       	2.3       	9560      	-34.2
2712      	09:41:41  	309.2  	-27.9 	54    	2.4     	215   	1.4       	2.0       	9522      	-33.9
2714      	09:41:43  	310.9  	-27.6 	54    	2.2     	220   	1.4       	1.7       	9483      	-33.5
2716      	09:41:45  	312.5  	-27.3 	54    	2.0     	227   	1.5       	1.4       	9446      	-33.2
2718      	09:41:47  	314.1  	-27.0 	54    	1.8     	234   	1.5       	1.1       	9408      	-32.9
2720      	09:41:49  	315.8  	-26.7 	54    	1.8     	243   	1.6       	0.8       	9370      	-32.6
2722      	09:41:51  	317.5  	-26.3 	54    	1.7     	251   	1.6       	0.6       	9332      	-32.3
2724      	09:41:53  	319.2  	-26.0 	54    	1.6     	259   	1.6       	0.3       	9294      	-32.0
2726      	09:41:55  	320.8  	-25.7 	54    	1.5     	268   	1.5       	0.1       	9255      	-31.7
2728      	09:41:57  	322.5  	-25.4 	54    	1.5     	280   	1.5       	-0.3      	9217      	-31.4
2730      	09:41:59  	324.2  	-25.0 	54    	1.4     	283   	1.4       	-0.3      	9180      	-31.1
2732      	09:42:01  	325.9  	-24.7 	54    	1.3     	284   	1.3       	-0.3      	9142      	-30.8
2734      	09:42:03  	327.6  	-24.5 	54    	1.2     	288   	1.1       	-0.4      	9105      	-30.5
2736      	09:42:05  	329.2  	-24.1 	54    	1.2     	291   	1.1       	-0.4      	9068      	-30.3
2738      	09:42:07  	330.9  	-23.9 	54    	1.1     	295   	1.0       	-0.5      	9031      	-30.0
2740      	09:42:09  	332.6  	-23.6 	54    	1.1     	299   	1.0       	-0.5      	8993      	-29.8
2742      	09:42:11  	334.3  	-23.3 	53    	1.1     	301   	0.9       	-0.6      	8956      	-29.5
2744      	09:42:13  	336.0  	-23.0 	54    	1.2     	302   	1.0       	-0.6      	8919      	-29.2
2746      	09:42:15  	337.7  	-22.7 	54    	1.2     	301   	1.0       	-0.6      	8883      	-29.0
2748      	09:42:17  	339.4  	-22.4 	54    	1.3     	304   	1.1       	-0.7      	8846      	-28.7
2750      	09:42:19  	341.1  	-22.1 	54    	1.4     	305   	1.1       	-0.8      	8810      	-28.4
2752      	09:42:21  	342.8  	-21.9 	54    	1.6     	306   	1.3       	-0.9      	8773      	-28.1
2754      	09:42:23  	344.5  	-21.6 	53    	1.7     	308   	1.3       	-1.0      	8735      	-27.9
2756      	09:42:25  	346.2  	-21.3 	53    	1.8     	308   	1.4       	-1.1      	8698      	-27.6
2758      	09:42:27  	348.0  	-21.0 	53    	1.9     	309   	1.5       	-1.2      	8662      	-27.4
2760      	09:42:29  	349.7  	-20.8 	53    	2.0     	311   	1.5       	-1.3      	8626      	-27.1
2762      	09:42:31  	351.4  	-20.5 	53    	2.1     	316   	1.5       	-1.5      	8589      	-26.9
2764      	09:42:33  	353.2  	-20.3 	53    	2.2     	320   	1.4       	-1.7      	8552      	-26.7
2766      	09:42:35  	354.9  	-20.0 	53    	2.3     	323   	1.4       	-1.8      	8516      	-26.5
2768      	09:42:37  	356.6  	-19.8 	53    	2.4     	326   	1.3       	-2.0      	8480      	-26.2
2770      	09:42:39  	358.4  	-19.6 	53    	2.5     	330   	1.2       	-2.2      	8444      	-26.0
2772      	09:42:41  	360.1  	-19.4 	53    	2.6     	332   	1.2       	-2.3      	8408      	-25.8
2774      	09:42:43  	361.9  	-19.2 	53    	2.6     	336   	1.1       	-2.4      	8372      	-25.7
2776      	09:42:45  	363.6  	-19.0 	53    	2.6     	338   	1.0       	-2.4      	8336      	-25.5
2778      	09:42:47  	365.4  	-18.7 	53    	2.5     	339   	0.9       	-2.3      	8299      	-25.3
2780      	09:42:49  	367.2  	-18.5 	53    	2.3     	342   	0.7       	-2.2      	8262      	-25.1
2782      	09:42:51  	368.9  	-18.3 	53    	2.1     	341   	0.7       	-2.0      	8226      	-24.9
2784      	09:42:53  	370.7  	-18.1 	53    	1.9     	341   	0.6       	-1.8      	8192      	-24.7
2786      	09:42:55  	372.4  	-17.9 	53    	1.6     	340   	0.5       	-1.5      	8157      	-24.4
2788      	09:42:57  	374.2  	-17.7 	53    	1.4     	339   	0.5       	-1.3      	8123      	-24.2
2790      	09:42:59  	375.9  	-17.5 	53    	1.2     	337   	0.5       	-1.1      	8087      	-24.0
2792      	09:43:01  	377.7  	-17.3 	53    	1.0     	335   	0.4       	-0.9      	8052      	-23.8
2794      	09:43:03  	379.4  	-17.1 	53    	0.6     	331   	0.3       	-0.5      	8017      	-23.6
2796      	09:43:05  	381.2  	-16.8 	53    	0.4     	326   	0.2       	-0.3      	7982      	-23.4
2798      	09:43:07  	383.0  	-16.6 	53    	0.3     	329   	0.2       	-0.3      	7948      	-23.2
2800      	09:43:09  	384.7  	-16.4 	53    	0.2     	326   	0.1       	-0.2      	7914      	-23.0
2802      	09:43:11  	386.5  	-16.2 	53    	0.1     	297   	0.1       	0.0       	7880      	-22.8
2804      	09:43:13  	388.2  	-16.0 	53    	0.1     	090   	-0.1      	0.0       	7846      	-22.6
2806      	09:43:15  	390.0  	-15.8 	53    	0.3     	100   	-0.3      	0.0       	7812      	-22.4
2808      	09:43:17  	391.7  	-15.6 	54    	0.6     	105   	-0.6      	0.2       	7778      	-22.1
2810      	09:43:19  	393.5  	-15.3 	54    	0.8     	104   	-0.8      	0.2       	7744      	-21.8
2812      	09:43:21  	395.3  	-15.1 	54    	1.1     	103   	-1.1      	0.3       	7710      	-21.5
2814      	09:43:23  	397.1  	-14.9 	55    	1.4     	101   	-1.4      	0.3       	7675      	-21.3
2816      	09:43:25  	399.0  	-14.6 	55    	1.6     	098   	-1.6      	0.2       	7638      	-21.0
2818      	09:43:27  	401.0  	-14.4 	55    	1.8     	097   	-1.8      	0.2       	7601      	-20.8
2820      	09:43:29  	403.0  	-14.2 	55    	2.1     	094   	-2.1      	0.2       	7563      	-20.6
2822      	09:43:31  	404.9  	-14.0 	55    	2.5     	094   	-2.5      	0.2       	7527      	-20.4
2824      	09:43:33  	406.9  	-13.7 	54    	2.8     	092   	-2.8      	0.1       	7491      	-20.3
2826      	09:43:35  	408.8  	-13.5 	54    	2.9     	092   	-2.9      	0.1       	7455      	-20.1
2828      	09:43:37  	410.8  	-13.3 	54    	3.1     	092   	-3.1      	0.1       	7418      	-20.0
2830      	09:43:39  	412.7  	-13.1 	54    	3.2     	092   	-3.2      	0.1       	7381      	-19.8
2832      	09:43:41  	414.7  	-13.0 	54    	3.3     	089   	-3.3      	-0.1      	7345      	-19.6
2834      	09:43:43  	416.7  	-12.8 	54    	3.4     	084   	-3.4      	-0.4      	7308      	-19.4
2836      	09:43:45  	418.7  	-12.6 	54    	3.5     	079   	-3.4      	-0.7      	7272      	-19.3
2838      	09:43:47  	420.6  	-12.5 	54    	3.6     	073   	-3.4      	-1.0      	7237      	-19.1
2840      	09:43:49  	422.5  	-12.3 	54    	3.6     	068   	-3.3      	-1.3      	7203      	-18.9
2842      	09:43:51  	424.3  	-12.2 	54    	3.6     	064   	-3.2      	-1.6      	7169      	-18.7
2844      	09:43:53  	426.1  	-12.0 	55    	3.7     	059   	-3.2      	-1.9      	7138      	-18.5
2846      	09:43:55  	427.9  	-11.8 	55    	4.0     	055   	-3.3      	-2.3      	7106      	-18.2
2848      	09:43:57  	429.7  	-11.6 	55    	4.3     	054   	-3.5      	-2.5      	7074      	-18.1
2850      	09:43:59  	431.4  	-11.3 	55    	4.7     	052   	-3.7      	-2.9      	7043      	-17.8
2852      	09:44:01  	433.2  	-11.2 	56    	5.1     	052   	-4.0      	-3.2      	7012      	-17.5
2854      	09:44:03  	435.0  	-11.0 	56    	5.3     	054   	-4.3      	-3.1      	6980      	-17.2
2856      	09:44:05  	436.7  	-10.8 	57    	5.6     	055   	-4.6      	-3.2      	6949      	-17.0
2858      	09:44:07  	438.5  	-10.6 	57    	5.9     	059   	-5.1      	-3.0      	6918      	-16.7
2860      	09:44:09  	440.3  	-10.4 	58    	6.1     	066   	-5.6      	-2.5      	6886      	-16.4
2862      	09:44:11  	442.1  	-10.2 	58    	6.5     	073   	-6.2      	-1.9      	6855      	-16.1
2864      	09:44:13  	443.8  	-9.9  	59    	6.9     	079   	-6.8      	-1.3      	6825      	-16.3
2866      	09:44:15  	445.6  	-9.7  	62    	7.2     	084   	-7.2      	-0.8      	6794      	-15.5
2868      	09:44:17  	447.4  	-9.5  	55    	7.5     	089   	-7.5      	-0.2      	6763      	-16.8
2870      	09:44:19  	449.2  	-9.2  	55    	7.7     	093   	-7.7      	0.4       	6732      	-16.6
2872      	09:44:21  	451.0  	-9.0  	54    	7.7     	095   	-7.7      	0.6       	6702      	-16.5
2874      	09:44:23  	452.8  	-8.7  	54    	7.6     	097   	-7.5      	0.9       	6671      	-16.4
2876      	09:44:25  	454.6  	-8.5  	53    	7.6     	099   	-7.5      	1.2       	6639      	-16.2
2878      	09:44:27  	456.4  	-8.3  	53    	7.5     	100   	-7.4      	1.2       	6608      	-16.0
2880      	09:44:29  	458.3  	-8.1  	54    	7.1     	098   	-7.0      	0.9       	6576      	-15.8
2882      	09:44:31  	460.1  	-7.9  	54    	6.7     	095   	-6.7      	0.6       	6545      	-15.5
2884      	09:44:33  	462.0  	-7.6  	54    	6.6     	090   	-6.6      	0.0       	6514      	-15.3
2886      	09:44:35  	463.8  	-7.4  	54    	6.6     	085   	-6.6      	-0.6      	6483      	-15.0
2888      	09:44:37  	465.6  	-7.2  	54    	6.6     	080   	-6.5      	-1.2      	6453      	-14.8
2890      	09:44:39  	467.5  	-7.0  	55    	6.8     	075   	-6.6      	-1.8      	6422      	-14.6
2892      	09:44:41  	469.3  	-6.8  	55    	7.1     	073   	-6.8      	-2.0      	6391      	-14.4
2894      	09:44:43  	471.2  	-6.6  	54    	7.5     	072   	-7.1      	-2.3      	6360      	-14.2
2896      	09:44:45  	473.0  	-6.5  	54    	7.8     	072   	-7.4      	-2.4      	6329      	-14.1
2898      	09:44:47  	474.9  	-6.3  	54    	8.2     	076   	-8.0      	-2.0      	6299      	-14.1
2900      	09:44:49  	476.8  	-6.2  	54    	8.6     	079   	-8.4      	-1.6      	6268      	-14.0
2902      	09:44:51  	478.7  	-6.0  	53    	9.0     	082   	-8.9      	-1.3      	6237      	-13.9
2904      	09:44:53  	480.6  	-5.8  	53    	9.1     	086   	-9.1      	-0.7      	6206      	-13.8
2906      	09:44:55  	482.4  	-5.7  	53    	9.3     	090   	-9.3      	0.0       	6175      	-13.6
2908      	09:44:57  	484.3  	-5.5  	53    	9.4     	093   	-9.4      	0.6       	6145      	-13.5
2910      	09:44:59  	486.2  	-5.3  	53    	9.2     	097   	-9.1      	1.1       	6114      	-13.4
2912      	09:45:01  	488.1  	-5.2  	53    	8.9     	101   	-8.7      	1.7       	6084      	-13.2
2914      	09:45:03  	490.0  	-5.0  	53    	8.6     	105   	-8.3      	2.2       	6053      	-13.0
2916      	09:45:05  	491.9  	-4.8  	54    	8.3     	108   	-7.9      	2.5       	6022      	-12.7
2918      	09:45:07  	493.9  	-4.6  	54    	7.7     	108   	-7.3      	2.4       	5992      	-12.5
2920      	09:45:09  	495.8  	-4.4  	54    	7.2     	109   	-6.8      	2.3       	5961      	-12.2
2922      	09:45:11  	497.8  	-4.2  	54    	6.8     	108   	-6.5      	2.1       	5929      	-12.0
2924      	09:45:13  	499.8  	-4.1  	55    	6.4     	106   	-6.1      	1.8       	5897      	-11.8
2926      	09:45:15  	501.9  	-3.9  	55    	6.1     	105   	-5.9      	1.5       	5864      	-11.7
2928      	09:45:17  	504.0  	-3.8  	55    	5.8     	102   	-5.7      	1.2       	5831      	-11.5
2930      	09:45:19  	506.1  	-3.7  	55    	6.0     	100   	-5.9      	1.1       	5799      	-11.4
2932      	09:45:21  	508.1  	-3.6  	55    	6.3     	098   	-6.2      	0.9       	5767      	-11.3
2934      	09:45:23  	510.1  	-3.5  	55    	6.6     	096   	-6.6      	0.7       	5736      	-11.2
2936      	09:45:25  	512.1  	-3.4  	55    	7.0     	096   	-7.0      	0.7       	5705      	-11.1
2938      	09:45:27  	514.0  	-3.3  	55    	7.4     	096   	-7.4      	0.7       	5675      	-11.1
2940      	09:45:29  	516.0  	-3.3  	54    	7.9     	095   	-7.9      	0.7       	5646      	-11.1
2942      	09:45:31  	517.9  	-3.3  	54    	8.1     	096   	-8.1      	0.9       	5616      	-11.2
2944      	09:45:33  	519.8  	-3.2  	54    	8.2     	097   	-8.1      	1.0       	5587      	-11.1
2946      	09:45:35  	521.7  	-3.1  	54    	8.4     	099   	-8.3      	1.2       	5558      	-11.0
2948      	09:45:37  	523.7  	-3.0  	54    	8.4     	099   	-8.3      	1.3       	5528      	-10.9
2950      	09:45:39  	525.7  	-2.9  	55    	8.5     	099   	-8.4      	1.3       	5497      	-10.7
2952      	09:45:41  	527.7  	-2.8  	55    	8.5     	099   	-8.4      	1.3       	5467      	-10.5
2954      	09:45:43  	529.7  	-2.7  	55    	8.5     	099   	-8.4      	1.3       	5437      	-10.3
2956      	09:45:45  	531.7  	-2.5  	55    	8.4     	098   	-8.3      	1.1       	5408      	-10.2
2958      	09:45:47  	533.7  	-2.3  	56    	8.2     	097   	-8.1      	0.9       	5378      	-10.0
2960      	09:45:49  	535.7  	-2.2  	56    	8.1     	096   	-8.1      	0.8       	5348      	-9.7
2962      	09:45:51  	537.7  	-1.9  	56    	7.8     	094   	-7.8      	0.6       	5319      	-9.5
2964      	09:45:53  	539.6  	-1.7  	56    	7.3     	094   	-7.3      	0.5       	5290      	-9.2
2966      	09:45:55  	541.6  	-1.5  	57    	6.7     	093   	-6.7      	0.3       	5261      	-8.8
2968      	09:45:57  	543.5  	-1.2  	58    	6.2     	092   	-6.2      	0.3       	5233      	-8.4
2970      	09:45:59  	545.4  	-0.9  	59    	5.7     	093   	-5.7      	0.3       	5204      	-7.9
2972      	09:46:01  	547.4  	-0.7  	60    	5.3     	094   	-5.3      	0.4       	5176      	-7.5
2974      	09:46:03  	549.4  	-0.4  	60    	4.9     	094   	-4.9      	0.4       	5147      	-7.1
2976      	09:46:05  	551.4  	-0.2  	61    	4.8     	093   	-4.8      	0.3       	5118      	-6.8
2978      	09:46:07  	553.4  	0.0   	60    	4.6     	091   	-4.6      	0.1       	5089      	-6.7
2980      	09:46:09  	555.4  	0.2   	60    	4.5     	089   	-4.5      	-0.1      	5059      	-6.5
2982      	09:46:11  	557.5  	0.4   	60    	4.5     	087   	-4.5      	-0.2      	5030      	-6.4
2984      	09:46:13  	559.5  	0.6   	59    	4.9     	085   	-4.9      	-0.4      	5001      	-6.4
2986      	09:46:15  	561.5  	0.8   	58    	5.2     	083   	-5.2      	-0.7      	4972      	-6.4
2988      	09:46:17  	563.5  	1.1   	59    	5.6     	079   	-5.5      	-1.1      	4943      	-6.1
2990      	09:46:19  	565.6  	1.3   	59    	6.0     	076   	-5.8      	-1.5      	4914      	-5.8
2992      	09:46:21  	567.6  	1.5   	59    	6.3     	072   	-6.0      	-1.9      	4885      	-5.6
2994      	09:46:23  	569.6  	1.7   	59    	6.7     	070   	-6.3      	-2.3      	4856      	-5.5
2996      	09:46:25  	571.7  	1.9   	59    	6.8     	068   	-6.3      	-2.6      	4827      	-5.2
2998      	09:46:27  	573.8  	2.1   	59    	6.8     	066   	-6.2      	-2.8      	4798      	-5.1
3000      	09:46:29  	575.8  	2.3   	59    	7.0     	065   	-6.3      	-3.0      	4768      	-4.8
3002      	09:46:31  	577.9  	2.5   	59    	7.2     	065   	-6.5      	-3.1      	4739      	-4.6
3004      	09:46:33  	580.1  	2.7   	59    	7.4     	064   	-6.7      	-3.2      	4709      	-4.5
3006      	09:46:35  	582.2  	2.9   	59    	7.6     	065   	-6.9      	-3.2      	4680      	-4.4
3008      	09:46:37  	584.2  	3.0   	59    	7.7     	066   	-7.0      	-3.2      	4651      	-4.3
3010      	09:46:39  	586.3  	3.0   	59    	7.8     	067   	-7.2      	-3.0      	4623      	-4.2
3012      	09:46:41  	588.4  	3.1   	59    	8.0     	068   	-7.4      	-2.9      	4594      	-4.2
3014      	09:46:43  	590.5  	3.0   	59    	8.2     	071   	-7.8      	-2.6      	4565      	-4.2
3016      	09:46:45  	592.6  	3.0   	58    	8.4     	074   	-8.1      	-2.3      	4536      	-4.3
3018      	09:46:47  	594.7  	2.9   	58    	8.7     	077   	-8.5      	-1.9      	4508      	-4.4
3020      	09:46:49  	596.8  	2.9   	59    	8.9     	080   	-8.8      	-1.6      	4479      	-4.4
3022      	09:46:51  	598.9  	2.9   	59    	9.1     	082   	-9.0      	-1.3      	4451      	-4.3
3024      	09:46:53  	600.9  	3.0   	59    	9.3     	084   	-9.2      	-1.0      	4423      	-4.2
3026      	09:46:55  	603.0  	3.1   	60    	9.3     	085   	-9.3      	-0.8      	4395      	-3.9
3028      	09:46:57  	605.1  	3.2   	61    	9.2     	086   	-9.2      	-0.6      	4368      	-3.6
3030      	09:46:59  	607.1  	3.3   	62    	9.2     	087   	-9.2      	-0.5      	4340      	-3.3
3032      	09:47:01  	609.3  	3.4   	62    	9.2     	088   	-9.2      	-0.3      	4311      	-3.1
3034      	09:47:03  	611.4  	3.5   	63    	9.0     	088   	-9.0      	-0.3      	4283      	-2.8
3036      	09:47:05  	613.5  	3.6   	64    	8.8     	088   	-8.8      	-0.4      	4255      	-2.6
3038      	09:47:07  	615.6  	3.7   	64    	8.5     	088   	-8.5      	-0.4      	4227      	-2.3
3040      	09:47:09  	617.7  	3.8   	65    	8.2     	088   	-8.2      	-0.3      	4199      	-2.1
3042      	09:47:11  	619.8  	4.0   	66    	8.0     	089   	-8.0      	-0.2      	4172      	-1.8
3044      	09:47:13  	621.9  	4.1   	67    	7.7     	090   	-7.7      	-0.1      	4144      	-1.5
3046      	09:47:15  	624.1  	4.3   	67    	7.6     	091   	-7.6      	0.1       	4116      	-1.2
3048      	09:47:17  	626.2  	4.5   	68    	7.6     	092   	-7.6      	0.3       	4089      	-0.8
3050      	09:47:19  	628.3  	4.7   	69    	7.5     	094   	-7.5      	0.5       	4061      	-0.5
3052      	09:47:21  	630.4  	4.9   	69    	7.5     	095   	-7.5      	0.7       	4034      	-0.3
3054      	09:47:23  	632.5  	5.1   	69    	7.5     	097   	-7.4      	0.9       	4006      	0.0
3056      	09:47:25  	634.7  	5.3   	69    	7.4     	098   	-7.3      	1.1       	3979      	0.2
3058      	09:47:27  	636.8  	5.5   	69    	7.5     	099   	-7.4      	1.2       	3951      	0.3
3060      	09:47:29  	638.9  	5.7   	68    	7.4     	100   	-7.3      	1.2       	3923      	0.3
3062      	09:47:31  	641.1  	5.9   	68    	7.4     	100   	-7.3      	1.3       	3896      	0.5
3064      	09:47:33  	643.2  	6.0   	68    	7.4     	100   	-7.3      	1.3       	3868      	0.7
3066      	09:47:35  	645.4  	6.2   	69    	7.2     	102   	-7.1      	1.4       	3841      	0.9
3068      	09:47:37  	647.6  	6.4   	69    	7.2     	102   	-7.0      	1.5       	3814      	1.0
3070      	09:47:39  	649.7  	6.5   	69    	7.1     	103   	-6.9      	1.6       	3787      	1.2
3072      	09:47:41  	651.9  	6.7   	69    	7.0     	104   	-6.8      	1.7       	3759      	1.3
3074      	09:47:43  	654.0  	6.8   	69    	6.9     	105   	-6.7      	1.8       	3732      	1.5
3076      	09:47:45  	656.2  	7.0   	69    	6.8     	105   	-6.6      	1.8       	3705      	1.7
3078      	09:47:47  	658.3  	7.2   	69    	6.6     	106   	-6.4      	1.8       	3678      	1.8
3080      	09:47:49  	660.5  	7.3   	69    	6.4     	106   	-6.1      	1.8       	3651      	1.9
3082      	09:47:51  	662.6  	7.5   	69    	6.2     	107   	-5.9      	1.8       	3625      	2.1
3084      	09:47:53  	664.7  	7.7   	68    	6.0     	107   	-5.7      	1.8       	3598      	2.3
3086      	09:47:55  	666.9  	7.8   	68    	5.9     	107   	-5.6      	1.7       	3572      	2.4
3088      	09:47:57  	669.0  	8.0   	68    	5.7     	107   	-5.5      	1.6       	3545      	2.5
3090      	09:47:59  	671.2  	8.2   	68    	5.6     	106   	-5.4      	1.6       	3518      	2.6
3092      	09:48:01  	673.4  	8.3   	68    	5.4     	104   	-5.2      	1.3       	3492      	2.8
3094      	09:48:03  	675.5  	8.5   	68    	5.1     	102   	-5.0      	1.0       	3465      	2.9
3096      	09:48:05  	677.7  	8.7   	67    	4.9     	099   	-4.8      	0.8       	3438      	3.0
3098      	09:48:07  	679.9  	8.9   	67    	4.8     	097   	-4.8      	0.6       	3412      	3.1
3100      	09:48:09  	682.1  	9.1   	67    	4.7     	094   	-4.7      	0.4       	3384      	3.4
3102      	09:48:11  	684.4  	9.3   	68    	4.6     	092   	-4.6      	0.2       	3357      	3.7
3104      	09:48:13  	686.6  	9.5   	68    	4.5     	088   	-4.5      	-0.2      	3330      	3.8
3106      	09:48:15  	688.9  	9.7   	70    	4.5     	083   	-4.5      	-0.5      	3303      	4.5
3108      	09:48:17  	691.1  	9.8   	67    	4.4     	079   	-4.3      	-0.8      	3276      	3.9
3110      	09:48:19  	693.3  	10.0  	65    	4.5     	075   	-4.4      	-1.1      	3249      	3.8
3112      	09:48:21  	695.5  	10.2  	65    	4.4     	074   	-4.2      	-1.2      	3223      	3.9
3114      	09:48:23  	697.7  	10.5  	64    	4.5     	072   	-4.3      	-1.4      	3196      	4.1
3116      	09:48:25  	699.9  	10.7  	64    	4.4     	070   	-4.1      	-1.5      	3170      	4.2
3118      	09:48:27  	702.1  	10.9  	64    	4.3     	069   	-4.0      	-1.5      	3144      	4.2
3120      	09:48:29  	704.3  	11.0  	63    	4.2     	068   	-3.9      	-1.6      	3118      	4.3
3122      	09:48:31  	706.5  	11.2  	63    	4.0     	067   	-3.7      	-1.6      	3092      	4.4
3124      	09:48:33  	708.7  	11.3  	63    	3.9     	067   	-3.6      	-1.6      	3066      	4.5
3126      	09:48:35  	710.9  	11.3  	63    	3.7     	067   	-3.4      	-1.4      	3040      	4.5
3128      	09:48:37  	713.2  	11.3  	63    	3.5     	068   	-3.2      	-1.3      	3013      	4.6
3130      	09:48:39  	715.5  	11.3  	64    	3.4     	066   	-3.1      	-1.4      	2986      	4.6
3132      	09:48:41  	717.8  	11.2  	64    	3.3     	063   	-2.9      	-1.5      	2959      	4.7
3134      	09:48:43  	720.1  	11.2  	65    	3.2     	061   	-2.8      	-1.6      	2933      	4.9
3136      	09:48:45  	722.3  	11.3  	66    	3.2     	058   	-2.7      	-1.7      	2907      	5.1
3138      	09:48:47  	724.6  	11.5  	67    	3.3     	055   	-2.7      	-1.9      	2881      	5.5
3140      	09:48:49  	726.9  	11.7  	68    	3.4     	052   	-2.7      	-2.1      	2854      	6.0
3142      	09:48:51  	729.2  	12.0  	69    	3.6     	050   	-2.7      	-2.3      	2828      	6.4
3144      	09:48:53  	731.5  	12.1  	69    	3.9     	049   	-2.9      	-2.6      	2801      	6.7
3146      	09:48:55  	733.8  	12.3  	70    	4.2     	047   	-3.1      	-2.9      	2774      	7.0
3148      	09:48:57  	736.0  	12.5  	71    	4.6     	046   	-3.3      	-3.2      	2748      	7.3
3150      	09:48:59  	738.3  	12.7  	72    	4.8     	047   	-3.5      	-3.3      	2723      	7.7
3152      	09:49:01  	740.7  	12.8  	72    	5.0     	048   	-3.7      	-3.4      	2698      	8.0
3154      	09:49:03  	743.0  	13.1  	73    	5.2     	048   	-3.9      	-3.5      	2671      	8.3
3156      	09:49:05  	745.4  	13.3  	74    	5.4     	050   	-4.1      	-3.5      	2643      	8.8
3158      	09:49:07  	747.8  	13.5  	75    	5.7     	053   	-4.6      	-3.4      	2615      	9.2
3160      	09:49:09  	750.1  	13.5  	76    	6.0     	055   	-4.9      	-3.4      	2589      	9.4
3162      	09:49:11  	752.5  	13.6  	77    	6.3     	057   	-5.3      	-3.4      	2563      	9.6
3164      	09:49:13  	754.8  	13.5  	78    	6.4     	059   	-5.5      	-3.3      	2537      	9.8
3166      	09:49:15  	757.1  	13.5  	79    	6.4     	061   	-5.6      	-3.1      	2512      	10.0
3168      	09:49:17  	759.4  	13.5  	81    	6.6     	062   	-5.8      	-3.1      	2486      	10.2
3170      	09:49:19  	761.7  	13.5  	82    	6.4     	065   	-5.8      	-2.8      	2461      	10.5
3172      	09:49:21  	764.0  	13.5  	83    	6.4     	066   	-5.9      	-2.6      	2435      	10.7
3174      	09:49:23  	766.3  	13.6  	84    	6.4     	069   	-6.0      	-2.3      	2409      	10.8
3176      	09:49:25  	768.6  	13.7  	85    	6.3     	070   	-5.9      	-2.2      	2384      	11.1
3178      	09:49:27  	770.9  	13.8  	86    	6.1     	070   	-5.7      	-2.1      	2359      	11.4
3180      	09:49:29  	773.2  	14.0  	87    	5.9     	071   	-5.6      	-1.9      	2333      	11.8
3182      	09:49:31  	775.5  	14.2  	87    	5.8     	071   	-5.5      	-1.9      	2308      	12.1
3184      	09:49:33  	777.8  	14.4  	87    	5.6     	071   	-5.3      	-1.9      	2283      	12.3
3186      	09:49:35  	780.1  	14.5  	88    	5.5     	071   	-5.2      	-1.8      	2258      	12.5
3188      	09:49:37  	782.5  	14.7  	88    	5.4     	071   	-5.1      	-1.8      	2233      	12.8
3190      	09:49:39  	784.9  	14.8  	89    	5.4     	070   	-5.1      	-1.8      	2206      	13.0
3192      	09:49:41  	787.3  	14.9  	89    	5.5     	070   	-5.2      	-1.9      	2180      	13.1
3194      	09:49:43  	789.7  	15.1  	88    	5.5     	069   	-5.1      	-2.0      	2154      	13.2
