Time[sec]	Pressure[mbar]	T[°C] 	U[%]	Geo Pot[m]	Dew [°C]	RI    	GRI     	MRI    	CL [m/s]	D [g/m3]	VP [mbar]	Pot Te [°C]	Vi Te [°C]	Spec U [g/kg]	UTC Time [sec]	Wsp [m/s]	Wdir [°]	N/S Wind [m/s]	E/W Wind [m/s]	Vert Wind [m/s]	Lon [°]    	Lat [°]   	Geometric Height [m]
01530.0  	  295.1       	 -30.5	  53	  9852    	 -36.5  	  97.7	   ///./	 1645.7	 312.4  	  423.9 	  0.2    	   75.7    	 -30.5    	  0.40       	 33720.3      	   2.8   	 227    	 ////./       	 ////./       	 ////./        	   76.28167	  10.04197	  9891.4
01531.0  	  294.9       	 -30.6	  53	  9857    	 -36.6  	  97.7	   ///./	 1646.6	 312.4  	  423.6 	  0.2    	   75.7    	 -30.5    	  0.40       	 33721.3      	   2.8   	 226    	 ////./       	 ////./       	 ////./        	   76.28168	  10.04200	  9897.2
01532.0  	  294.6       	 -30.6	  53	  9863    	 -36.6  	  97.6	   ///./	 1647.4	 312.4  	  423.3 	  0.2    	   75.7    	 -30.6    	  0.40       	 33722.3      	   2.8   	 225    	 ////./       	 ////./       	 ////./        	   76.28170	  10.04202	  9903.0
01533.0  	  294.4       	 -30.7	  53	  9869    	 -36.7  	  97.5	   ///./	 1648.3	 312.3  	  423.0 	  0.2    	   75.7    	 -30.6    	  0.39       	 33723.3      	   2.8   	 224    	 ////./       	 ////./       	 ////./        	   76.28172	  10.04204	  9908.9
01534.0  	  294.1       	 -30.7	  53	  9875    	 -36.7  	  97.5	   ///./	 1649.1	 312.3  	  422.7 	  0.2    	   75.7    	 -30.7    	  0.39       	 33724.3      	   2.8   	 222    	 ////./       	 ////./       	 ////./        	   76.28173	  10.04207	  9914.7
01535.0  	  293.8       	 -30.8	  53	  9882    	 -36.7  	  97.4	   ///./	 1650.2	 312.3  	  422.4 	  0.2    	   75.8    	 -30.7    	  0.39       	 33725.3      	   2.9   	 221    	 ////./       	 ////./       	 ////./        	   76.28175	  10.04209	  9922.0
01536.0  	  293.6       	 -30.8	  53	  9890    	 -36.8  	  97.4	   ///./	 1651.4	 312.2  	  422.1 	  0.2    	   75.8    	 -30.8    	  0.39       	 33726.3      	   2.9   	 220    	 ////./       	 ////./       	 ////./        	   76.28177	  10.04212	  9929.7
01537.0  	  293.3       	 -30.9	  53	  9897    	 -36.9  	  97.3	   ///./	 1652.5	 312.2  	  421.8 	  0.2    	   75.8    	 -30.8    	  0.39       	 33727.3      	   2.9   	 219    	 ////./       	 ////./       	 ////./        	   76.28178	  10.04214	  9937.4
01538.0  	  293.0       	 -30.9	 ///	  9905    	 ///./  	 ///./	   ///./	 ////./	 312.2  	  421.4 	3444.0   	   75.8    	 ///./    	 //.//       	 33728.3      	   2.9   	 218    	 ////./       	 ////./       	 ////./        	   76.28180	  10.04217	  9945.2
01539.0  	  292.6       	 -31.0	 ///	  9913    	 ///./  	 ///./	   ///./	 ////./	 312.1  	  421.1 	3423.1   	   75.8    	 ///./    	 //.//       	 33729.3      	   2.9   	 217    	 ////./       	 ////./       	 ////./        	   76.28182	  10.04219	  9952.9
01540.0  	  292.3       	 -31.1	 ///	  9920    	 ///./  	 ///./	   ///./	 ////./	 312.1  	  420.8 	3402.3   	   75.8    	 ///./    	 //.//       	 33730.3      	   3.0   	 216    	 ////./       	 ////./       	 ////./        	   76.28183	  10.04222	  9960.3
01541.0  	  292.0       	 -31.1	 ///	  9927    	 ///./  	 ///./	   ///./	 ////./	 312.0  	  420.4 	3381.6   	   75.9    	 ///./    	 //.//       	 33731.3      	   3.0   	 215    	 ////./       	 ////./       	 ////./        	   76.28185	  10.04224	  9967.4
01542.0  	  291.7       	 -31.2	 ///	  9934    	 ///./  	 ///./	   ///./	 ////./	 312.0  	  420.1 	3361.1   	   75.9    	 ///./    	 //.//       	 33732.3      	   3.0   	 214    	 ////./       	 ////./       	 ////./        	   76.28187	  10.04227	  9974.6
01543.0  	  291.4       	 -31.3	  52	  9942    	 -37.2  	  96.8	   ///./	 1659.0	 312.0  	  419.8 	  0.2    	   75.9    	 -31.2    	  0.37       	 33733.3      	   3.0   	 212    	 ////./       	 ////./       	 ////./        	   76.28188	  10.04229	  9981.8
01544.0  	  291.2       	 -31.3	  52	  9949    	 -37.3  	  96.8	   ///./	 1660.1	 311.9  	  419.5 	  0.2    	   75.9    	 -31.3    	  0.37       	 33734.3      	   3.0   	 211    	 ////./       	 ////./       	 ////./        	   76.28190	  10.04232	  9988.9
01545.0  	  290.9       	 -31.4	  52	  9956    	 -37.4  	  96.7	   ///./	 1661.1	 311.9  	  419.2 	  0.2    	   75.9    	 -31.3    	  0.37       	 33735.3      	   3.0   	 210    	 ////./       	 ////./       	 ////./        	   76.28192	  10.04234	  9996.1
01546.0  	  290.6       	 -31.4	  52	  9963    	 -37.4  	  96.6	   ///./	 1662.2	 311.8  	  418.9 	  0.2    	   75.9    	 -31.4    	  0.37       	 33736.3      	   3.1   	 211    	 ////./       	 ////./       	 ////./        	   76.28193	  10.04237	 10003.2
01547.0  	  290.3       	 -31.5	  52	  9970    	 -37.5  	  96.6	   ///./	 1663.2	 311.8  	  418.5 	  0.2    	   75.9    	 -31.4    	  0.36       	 33737.3      	   3.1   	 211    	 ////./       	 ////./       	 ////./        	   76.28195	  10.04239	 10010.0
01548.0  	  290.0       	 -31.5	  52	  9976    	 -37.6  	  96.5	   ///./	 1664.2	 311.8  	  418.2 	  0.2    	   75.9    	 -31.5    	  0.36       	 33738.3      	   3.2   	 211    	 ////./       	 ////./       	 ////./        	   76.28196	  10.04242	 10016.8
01549.0  	  289.7       	 -31.6	  52	  9983    	 -37.6  	  96.4	   ///./	 1665.2	 311.7  	  417.9 	  0.2    	   76.0    	 -31.5    	  0.36       	 33739.3      	   3.2   	 211    	 ////./       	 ////./       	 ////./        	   76.28198	  10.04244	 10023.7
01550.0  	  289.4       	 -31.7	  52	  9990    	 -37.7  	  96.3	   ///./	 1666.2	 311.7  	  417.6 	  0.2    	   76.0    	 -31.6    	  0.36       	 33740.3      	   3.3   	 212    	 ////./       	 ////./       	 ////./        	   76.28200	  10.04247	 10030.5
01551.0  	  289.2       	 -31.7	  52	  9997    	 -37.7  	  96.3	   ///./	 1667.2	 311.7  	  417.3 	  0.2    	   76.0    	 -31.7    	  0.36       	 33741.3      	   3.3   	 212    	 ////./       	 ////./       	 ////./        	   76.28201	  10.04249	 10037.3
01552.0  	  288.9       	 -31.8	  52	 10004    	 -37.8  	  96.2	   ///./	 1668.2	 311.6  	  417.0 	  0.2    	   76.0    	 -31.7    	  0.35       	 33742.3      	   3.4   	 212    	 ////./       	 ////./       	 ////./        	   76.28203	  10.04252	 10044.3
01553.0  	  288.6       	 -31.8	  52	 10011    	 -37.9  	  96.1	   ///./	 1669.2	 311.6  	  416.7 	  0.2    	   76.0    	 -31.8    	  0.35       	 33743.3      	   3.4   	 212    	 ////./       	 ////./       	 ////./        	   76.28205	  10.04254	 10051.4
01554.0  	  288.3       	 -31.9	  52	 10018    	 -37.9  	  96.1	   ///./	 1670.3	 311.6  	  416.4 	  0.2    	   76.0    	 -31.8    	  0.35       	 33744.3      	   3.5   	 212    	 ////./       	 ////./       	 ////./        	   76.28206	  10.04257	 10058.4
01555.0  	  288.0       	 -31.9	  52	 10025    	 -38.0  	  96.0	   ///./	 1671.3	 311.5  	  416.1 	  0.2    	   76.1    	 -31.9    	  0.35       	 33745.3      	   3.5   	 212    	 ////./       	 ////./       	 ////./        	   76.28208	  10.04259	 10065.4
01556.0  	  287.8       	 -32.0	  52	 10032    	 -38.0  	  95.9	   ///./	 1672.4	 311.5  	  415.7 	  0.2    	   76.1    	 -31.9    	  0.35       	 33746.3      	   3.5   	 213    	 ////./       	 ////./       	 ////./        	   76.28211	  10.04262	 10072.4
01557.0  	  287.5       	 -32.0	  52	 10039    	 -38.1  	  95.9	   ///./	 1673.4	 311.4  	  415.4 	  0.2    	   76.1    	 -32.0    	  0.34       	 33747.3      	   3.6   	 213    	 ////./       	 ////./       	 ////./        	   76.28214	  10.04264	 10079.4
01558.0  	  287.2       	 -32.1	  52	 10045    	 -38.2  	  95.8	   ///./	 1674.4	 311.4  	  415.1 	  0.2    	   76.1    	 -32.1    	  0.34       	 33748.3      	   3.6   	 213    	 ////./       	 ////./       	 ////./        	   76.28217	  10.04266	 10086.2
01559.0  	  286.9       	 -32.2	  52	 10052    	 -38.2  	  95.7	   ///./	 1675.4	 311.4  	  414.8 	  0.2    	   76.1    	 -32.1    	  0.34       	 33749.3      	   3.7   	 213    	 ////./       	 ////./       	 ////./        	   76.28220	  10.04269	 10092.9
01560.0  	  286.6       	 -32.2	  52	 10059    	 -38.3  	  95.6	   ///./	 1676.3	 311.3  	  414.5 	  0.2    	   76.1    	 -32.2    	  0.34       	 33750.3      	   3.7   	 213    	 ////./       	 ////./       	 ////./        	   76.28223	  10.04271	 10099.7
01561.0  	  286.3       	 -32.3	  52	 10066    	 -38.3  	  95.6	   ///./	 1677.3	 311.3  	  414.2 	  0.2    	   76.2    	 -32.2    	  0.34       	 33751.3      	   3.8   	 213    	 ////./       	 ////./       	 ////./        	   76.28225	  10.04274	 10106.4
01562.0  	  286.1       	 -32.3	  52	 10072    	 -38.4  	  95.5	   ///./	 1678.3	 311.3  	  413.9 	  0.2    	   76.2    	 -32.3    	  0.33       	 33752.3      	   3.8   	 213    	 ////./       	 ////./       	 ////./        	   76.28228	  10.04276	 10113.2
01563.0  	  285.8       	 -32.4	  52	 10079    	 -38.4  	  95.4	   ///./	 1679.3	 311.2  	  413.5 	  0.2    	   76.2    	 -32.3    	  0.33       	 33753.3      	   3.9   	 214    	 ////./       	 ////./       	 ////./        	   76.28231	  10.04278	 10120.2
01564.0  	  285.5       	 -32.4	  52	 10087    	 -38.5  	  95.3	   ///./	 1680.5	 311.2  	  413.2 	  0.2    	   76.3    	 -32.4    	  0.33       	 33754.3      	   3.9   	 214    	 ////./       	 ////./       	 ////./        	   76.28234	  10.04281	 10127.8
01565.0  	  285.2       	 -32.5	  52	 10094    	 -38.5  	  95.3	   ///./	 1681.6	 311.2  	  412.8 	  0.2    	   76.3    	 -32.4    	  0.33       	 33755.3      	   4.0   	 214    	 ////./       	 ////./       	 ////./        	   76.28237	  10.04283	 10135.4
01566.0  	  284.9       	 -32.5	  52	 10102    	 -38.6  	  95.2	   ///./	 1682.7	 311.2  	  412.5 	  0.2    	   76.3    	 -32.4    	  0.33       	 33756.3      	   4.0   	 215    	 ////./       	 ////./       	 ////./        	   76.28240	  10.04286	 10143.0
01567.0  	  284.6       	 -32.5	  52	 10109    	 -38.6  	  95.1	   ///./	 1683.8	 311.1  	  412.1 	  0.2    	   76.4    	 -32.5    	  0.33       	 33757.3      	   4.0   	 216    	 ////./       	 ////./       	 ////./        	   76.28243	  10.04288	 10150.6
01568.0  	  284.3       	 -32.6	  52	 10117    	 -38.6  	  95.1	   ///./	 1684.9	 311.1  	  411.8 	  0.1    	   76.4    	 -32.5    	  0.33       	 33758.3      	   4.0   	 217    	 ////./       	 ////./       	 ////./        	   76.28246	  10.04290	 10158.2
01569.0  	  284.0       	 -32.6	  52	 10124    	 -38.7  	  95.0	   ///./	 1685.9	 311.1  	  411.5 	  0.1    	   76.4    	 -32.6    	  0.33       	 33759.3      	   4.1   	 219    	 ////./       	 ////./       	 ////./        	   76.28249	  10.04293	 10164.9
01570.0  	  283.8       	 -32.7	  52	 10130    	 -38.7  	  94.9	   ///./	 1686.9	 311.0  	  411.2 	  0.1    	   76.5    	 -32.6    	  0.33       	 33760.3      	   4.1   	 220    	 ////./       	 ////./       	 ////./        	   76.28252	  10.04295	 10171.6
01571.0  	  283.5       	 -32.7	  52	 10137    	 -38.7  	  94.8	   ///./	 1687.9	 311.0  	  410.8 	  0.1    	   76.5    	 -32.7    	  0.33       	 33761.3      	   4.2   	 221    	 ////./       	 ////./       	 ////./        	   76.28255	  10.04298	 10178.3
01572.0  	  283.2       	 -32.8	  52	 10144    	 -38.7  	  94.8	   ///./	 1688.9	 311.0  	  410.5 	  0.1    	   76.5    	 -32.7    	  0.32       	 33762.3      	   4.2   	 222    	 ////./       	 ////./       	 ////./        	   76.28258	  10.04300	 10185.1
01573.0  	  283.0       	 -32.8	  52	 10150    	 -38.8  	  94.7	   ///./	 1689.9	 311.0  	  410.2 	  0.1    	   76.6    	 -32.8    	  0.32       	 33763.3      	   4.2   	 223    	 ////./       	 ////./       	 ////./        	   76.28261	  10.04302	 10191.8
01574.0  	  282.7       	 -32.9	  52	 10157    	 -38.8  	  94.7	   ///./	 1690.9	 310.9  	  409.9 	  0.1    	   76.6    	 -32.8    	  0.32       	 33764.3      	   4.3   	 224    	 ////./       	 ////./       	 ////./        	   76.28264	  10.04305	 10198.3
01575.0  	  282.5       	 -32.9	  52	 10163    	 -38.8  	  94.6	   ///./	 1691.7	 310.9  	  409.6 	  0.1    	   76.6    	 -32.8    	  0.32       	 33765.3      	   4.3   	 225    	 ////./       	 ////./       	 ////./        	   76.28267	  10.04307	 10204.2
01576.0  	  282.2       	 -32.9	  52	 10169    	 -38.9  	  94.6	   ///./	 1692.6	 310.9  	  409.4 	  0.1    	   76.6    	 -32.9    	  0.32       	 33766.3      	   4.3   	 226    	 ////./       	 ////./       	 ////./        	   76.28270	  10.04310	 10210.2
01577.0  	  282.0       	 -33.0	  52	 10175    	 -38.9  	  94.5	   ///./	 1693.5	 310.8  	  409.1 	  0.1    	   76.7    	 -32.9    	  0.32       	 33767.3      	   4.4   	 227    	 ////./       	 ////./       	 ////./        	   76.28273	  10.04312	 10216.1
01578.0  	  281.7       	 -33.0	  52	 10181    	 -38.9  	  94.4	   ///./	 1694.4	 310.8  	  408.8 	  0.1    	   76.7    	 -33.0    	  0.32       	 33768.3      	   4.4   	 228    	 ////./       	 ////./       	 ////./        	   76.28276	  10.04314	 10222.1
01579.0  	  281.5       	 -33.1	  52	 10186    	 -39.0  	  94.4	   ///./	 1695.2	 310.8  	  408.5 	  0.1    	   76.7    	 -33.0    	  0.32       	 33769.3      	   4.4   	 229    	 ////./       	 ////./       	 ////./        	   76.28279	  10.04317	 10228.0
01580.0  	  281.3       	 -33.1	  53	 10192    	 -39.0  	  94.3	   ///./	 1696.1	 310.8  	  408.3 	  0.1    	   76.7    	 -33.1    	  0.32       	 33770.3      	   4.5   	 230    	 ////./       	 ////./       	 ////./        	   76.28282	  10.04319	 10234.0
01581.0  	  281.0       	 -33.2	  53	 10198    	 -39.0  	  94.3	   ///./	 1697.0	 310.7  	  408.0 	  0.1    	   76.7    	 -33.1    	  0.32       	 33771.3      	   4.5   	 231    	 ////./       	 ////./       	 ////./        	   76.28285	  10.04322	 10239.9
01582.0  	  280.8       	 -33.2	  53	 10204    	 -39.0  	  94.2	   ///./	 1697.9	 310.7  	  407.7 	  0.1    	   76.8    	 -33.2    	  0.32       	 33772.3      	   4.5   	 232    	 ////./       	 ////./       	 ////./        	   76.28288	  10.04324	 10245.8
01583.0  	  280.5       	 -33.2	  53	 10210    	 -39.1  	  94.2	   ///./	 1698.7	 310.7  	  407.5 	  0.1    	   76.8    	 -33.2    	  0.32       	 33773.3      	   4.6   	 233    	 ////./       	 ////./       	 ////./        	   76.28291	  10.04327	 10251.7
01584.0  	  280.3       	 -33.3	  53	 10216    	 -39.1  	  94.1	   ///./	 1699.6	 310.6  	  407.2 	  0.1    	   76.8    	 -33.2    	  0.32       	 33774.3      	   4.6   	 234    	 ////./       	 ////./       	 ////./        	   76.28294	  10.04329	 10257.7
01585.0  	  280.1       	 -33.3	  53	 10222    	 -39.1  	  94.1	   ///./	 1700.5	 310.6  	  406.9 	  0.1    	   76.8    	 -33.3    	  0.31       	 33775.3      	   4.7   	 235    	 ////./       	 ////./       	 ////./        	   76.28297	  10.04331	 10263.7
01586.0  	  279.8       	 -33.4	  53	 10228    	 -39.2  	  94.0	   ///./	 1701.4	 310.6  	  406.6 	  0.1    	   76.9    	 -33.3    	  0.31       	 33776.3      	   4.7   	 237    	 ////./       	 ////./       	 ////./        	   76.28300	  10.04333	 10269.8
01587.0  	  279.6       	 -33.4	  53	 10234    	 -39.2  	  93.9	   ///./	 1702.3	 310.6  	  406.4 	  0.1    	   76.9    	 -33.4    	  0.31       	 33777.3      	   4.7   	 240    	 ////./       	 ////./       	 ////./        	   76.28304	  10.04332	 10275.9
01588.0  	  279.3       	 -33.5	  53	 10240    	 -39.2  	  93.9	   ///./	 1703.2	 310.5  	  406.1 	  0.1    	   76.9    	 -33.4    	  0.31       	 33778.3      	   4.7   	 243    	 ////./       	 ////./       	 ////./        	   76.28308	  10.04332	 10282.0
01589.0  	  279.1       	 -33.5	  53	 10246    	 -39.3  	  93.8	   ///./	 1704.1	 310.5  	  405.8 	  0.1    	   76.9    	 -33.5    	  0.31       	 33779.3      	   4.8   	 245    	 ////./       	 ////./       	 ////./        	   76.28313	  10.04331	 10288.1
01590.0  	  278.9       	 -33.6	  53	 10252    	 -39.3  	  93.8	   ///./	 1705.1	 310.5  	  405.5 	  0.1    	   76.9    	 -33.5    	  0.31       	 33780.3      	   4.8   	 248    	 ////./       	 ////./       	 ////./        	   76.28317	  10.04331	 10294.4
01591.0  	  278.6       	 -33.6	  53	 10259    	 -39.3  	  93.7	   ///./	 1706.1	 310.4  	  405.2 	  0.1    	   76.9    	 -33.6    	  0.31       	 33781.3      	   4.8   	 251    	 ////./       	 ////./       	 ////./        	   76.28321	  10.04330	 10301.3
01592.0  	  278.3       	 -33.7	  53	 10266    	 -39.4  	  93.7	   ///./	 1707.1	 310.4  	  404.9 	  0.1    	   77.0    	 -33.6    	  0.31       	 33782.3      	   4.8   	 254    	 ////./       	 ////./       	 ////./        	   76.28325	  10.04330	 10308.2
01593.0  	  278.0       	 -33.7	  53	 10273    	 -39.4  	  93.6	   ///./	 1708.1	 310.4  	  404.6 	  0.1    	   77.0    	 -33.7    	  0.31       	 33783.3      	   4.8   	 256    	 ////./       	 ////./       	 ////./        	   76.28330	  10.04329	 10315.1
01594.0  	  277.8       	 -33.8	  53	 10280    	 -39.5  	  93.5	   ///./	 1709.1	 310.3  	  404.3 	  0.1    	   77.0    	 -33.7    	  0.30       	 33784.3      	   4.9   	 259    	 ////./       	 ////./       	 ////./        	   76.28334	  10.04329	 10321.9
01595.0  	  277.5       	 -33.8	  53	 10287    	 -39.5  	  93.5	   ///./	 1710.1	 310.3  	  404.0 	  0.1    	   77.0    	 -33.8    	  0.30       	 33785.3      	   4.9   	 262    	 ////./       	 ////./       	 ////./        	   76.28338	  10.04328	 10328.8
01596.0  	  277.2       	 -33.9	  53	 10294    	 -39.6  	  93.4	   ///./	 1711.2	 310.3  	  403.7 	  0.1    	   77.0    	 -33.8    	  0.30       	 33786.3      	   4.9   	 265    	 ////./       	 ////./       	 ////./        	   76.28342	  10.04328	 10335.8
01597.0  	  277.0       	 -33.9	  53	 10301    	 -39.6  	  93.3	   ///./	 1712.2	 310.2  	  403.4 	  0.1    	   77.1    	 -33.9    	  0.30       	 33787.3      	   4.9   	 267    	 ////./       	 ////./       	 ////./        	   76.28346	  10.04327	 10342.8
01598.0  	  276.7       	 -34.0	  53	 10307    	 -39.7  	  93.3	   ///./	 1713.2	 310.2  	  403.1 	  0.1    	   77.1    	 -34.0    	  0.30       	 33788.3      	   5.0   	 270    	 ////./       	 ////./       	 ////./        	   76.28351	  10.04326	 10349.8
01599.0  	  276.4       	 -34.1	  53	 10314    	 -39.7  	  93.2	   ///./	 1714.3	 310.1  	  402.8 	  0.1    	   77.1    	 -34.0    	  0.30       	 33789.3      	   5.0   	 273    	 ////./       	 ////./       	 ////./        	   76.28355	  10.04326	 10356.8
01600.0  	  276.1       	 -34.1	  53	 10321    	 -39.8  	  93.1	   ///./	 1715.3	 310.1  	  402.5 	  0.1    	   77.1    	 -34.1    	  0.30       	 33790.3      	   5.0   	 275    	 ////./       	 ////./       	 ////./        	   76.28359	  10.04325	 10363.8
01601.0  	  275.9       	 -34.2	  53	 10328    	 -39.8  	  93.1	   ///./	 1716.3	 310.1  	  402.2 	  0.1    	   77.1    	 -34.1    	  0.29       	 33791.3      	   5.0   	 277    	 ////./       	 ////./       	 ////./        	   76.28363	  10.04325	 10370.8
01602.0  	  275.6       	 -34.2	  53	 10335    	 -39.9  	  93.0	   ///./	 1717.3	 310.0  	  401.9 	  0.1    	   77.2    	 -34.2    	  0.29       	 33792.3      	   5.1   	 280    	 ////./       	 ////./       	 ////./        	   76.28368	  10.04324	 10377.5
01603.0  	  275.4       	 -34.3	  53	 10341    	 -40.0  	  92.9	   ///./	 1718.2	 310.0  	  401.6 	  0.1    	   77.1    	 -34.2    	  0.29       	 33793.3      	   5.1   	 282    	 ////./       	 ////./       	 ////./        	   76.28372	  10.04324	 10383.4
