Time[sec]	Pressure[mbar]	T[°C] 	U[%]	Geo Pot[m]	Dew [°C]	RI    	GRI     	MRI    	CL [m/s]	D [g/m3]	VP [mbar]	Pot Te [°C]	Vi Te [°C]	Spec U [g/kg]	UTC Time [sec]	Wsp [m/s]	Wdir [°]	N/S Wind [m/s]	E/W Wind [m/s]	Vert Wind [m/s]	Lon [°]    	Lat [°]   	Geometric Height [m]
01430.0  	 ////./       	 ///./	 ///	  9162    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33620.3      	   4.0   	 315    	 ////./       	 ////./       	 ////./        	   76.27993	  10.04111	  9198.1
01431.0  	 ////./       	 ///./	 ///	  9170    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33621.3      	   3.9   	 314    	 ////./       	 ////./       	 ////./        	   76.27995	  10.04109	  9205.8
01432.0  	 ////./       	 ///./	 ///	  9177    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33622.3      	   3.8   	 314    	 ////./       	 ////./       	 ////./        	   76.27997	  10.04107	  9213.4
01433.0  	 ////./       	 ///./	 ///	  9185    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33623.3      	   3.6   	 313    	 ////./       	 ////./       	 ////./        	   76.28000	  10.04104	  9221.0
01434.0  	 ////./       	 ///./	 ///	  9192    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33624.3      	   3.6   	 312    	 ////./       	 ////./       	 ////./        	   76.28002	  10.04102	  9228.2
01435.0  	 ////./       	 ///./	 ///	  9199    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33625.3      	   3.4   	 311    	 ////./       	 ////./       	 ////./        	   76.28004	  10.04100	  9235.3
01436.0  	 ////./       	 ///./	 ///	  9206    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33626.3      	   3.3   	 310    	 ////./       	 ////./       	 ////./        	   76.28006	  10.04099	  9242.3
01437.0  	 ////./       	 ///./	 ///	  9213    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33627.3      	   3.2   	 310    	 ////./       	 ////./       	 ////./        	   76.28008	  10.04100	  9249.3
01438.0  	 ////./       	 ///./	 ///	  9220    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33628.3      	   3.0   	 309    	 ////./       	 ////./       	 ////./        	   76.28010	  10.04100	  9256.4
01439.0  	 ////./       	 ///./	 ///	  9227    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33629.3      	   2.9   	 307    	 ////./       	 ////./       	 ////./        	   76.28012	  10.04101	  9263.2
01440.0  	 ////./       	 ///./	 ///	  9233    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33630.3      	   2.8   	 306    	 ////./       	 ////./       	 ////./        	   76.28013	  10.04101	  9269.3
01441.0  	 ////./       	 ///./	 ///	  9239    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33631.3      	   2.7   	 305    	 ////./       	 ////./       	 ////./        	   76.28015	  10.04101	  9275.5
01442.0  	 ////./       	 ///./	 ///	  9245    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33632.3      	   2.5   	 304    	 ////./       	 ////./       	 ////./        	   76.28017	  10.04102	  9281.6
01443.0  	 ////./       	 ///./	 ///	  9251    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33633.3      	   2.4   	 302    	 ////./       	 ////./       	 ////./        	   76.28019	  10.04102	  9287.8
01444.0  	 ////./       	 ///./	 ///	  9258    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33634.3      	   2.3   	 300    	 ////./       	 ////./       	 ////./        	   76.28021	  10.04103	  9294.0
01445.0  	 ////./       	 ///./	 ///	  9263    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33635.3      	   2.2   	 298    	 ////./       	 ////./       	 ////./        	   76.28022	  10.04103	  9300.0
01446.0  	 ////./       	 ///./	 ///	  9269    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33636.3      	   2.2   	 296    	 ////./       	 ////./       	 ////./        	   76.28024	  10.04104	  9305.9
01447.0  	 ////./       	 ///./	 ///	  9275    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33637.3      	   2.2   	 293    	 ////./       	 ////./       	 ////./        	   76.28026	  10.04104	  9311.9
01448.0  	 ////./       	 ///./	 ///	  9281    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33638.3      	   2.2   	 290    	 ////./       	 ////./       	 ////./        	   76.28028	  10.04105	  9317.9
01449.0  	 ////./       	 ///./	 ///	  9287    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33639.3      	   2.2   	 287    	 ////./       	 ////./       	 ////./        	   76.28030	  10.04105	  9323.8
01450.0  	 ////./       	 ///./	 ///	  9293    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33640.3      	   2.2   	 285    	 ////./       	 ////./       	 ////./        	   76.28031	  10.04105	  9330.0
01451.0  	 ////./       	 ///./	 ///	  9300    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33641.3      	   2.2   	 282    	 ////./       	 ////./       	 ////./        	   76.28033	  10.04106	  9336.9
01452.0  	 ////./       	 ///./	 ///	  9307    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33642.3      	   2.3   	 279    	 ////./       	 ////./       	 ////./        	   76.28035	  10.04106	  9343.7
01453.0  	 ////./       	 ///./	 ///	  9314    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33643.3      	   2.3   	 276    	 ////./       	 ////./       	 ////./        	   76.28037	  10.04107	  9350.5
01454.0  	 ////./       	 ///./	 ///	  9321    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33644.3      	   2.3   	 273    	 ////./       	 ////./       	 ////./        	   76.28039	  10.04107	  9357.3
01455.0  	 ////./       	 ///./	 ///	  9327    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33645.3      	   2.3   	 270    	 ////./       	 ////./       	 ////./        	   76.28041	  10.04108	  9364.2
01456.0  	 ////./       	 ///./	 ///	  9334    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33646.3      	   2.3   	 267    	 ////./       	 ////./       	 ////./        	   76.28042	  10.04108	  9370.9
01457.0  	 ////./       	 ///./	 ///	  9341    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33647.3      	   2.3   	 264    	 ////./       	 ////./       	 ////./        	   76.28044	  10.04109	  9377.6
01458.0  	 ////./       	 ///./	 ///	  9347    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33648.3      	   2.3   	 262    	 ////./       	 ////./       	 ////./        	   76.28046	  10.04109	  9384.3
01459.0  	 ////./       	 ///./	 ///	  9354    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33649.3      	   2.4   	 259    	 ////./       	 ////./       	 ////./        	   76.28048	  10.04109	  9391.0
01460.0  	 ////./       	 ///./	 ///	  9361    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33650.3      	   2.4   	 256    	 ////./       	 ////./       	 ////./        	   76.28050	  10.04110	  9397.7
01461.0  	 ////./       	 ///./	 ///	  9367    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33651.3      	   2.4   	 254    	 ////./       	 ////./       	 ////./        	   76.28051	  10.04110	  9404.4
01462.0  	 ////./       	 ///./	 ///	  9375    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33652.3      	   2.4   	 252    	 ////./       	 ////./       	 ////./        	   76.28053	  10.04111	  9411.6
01463.0  	 ////./       	 ///./	 ///	  9383    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33653.3      	   2.4   	 249    	 ////./       	 ////./       	 ////./        	   76.28055	  10.04111	  9420.2
01464.0  	 ////./       	 ///./	 ///	  9392    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33654.3      	   2.4   	 247    	 ////./       	 ////./       	 ////./        	   76.28057	  10.04112	  9428.8
01465.0  	 ////./       	 ///./	 ///	  9400    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33655.3      	   2.4   	 245    	 ////./       	 ////./       	 ////./        	   76.28059	  10.04112	  9437.4
01466.0  	 ////./       	 ///./	 ///	  9409    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33656.3      	   2.4   	 244    	 ////./       	 ////./       	 ////./        	   76.28060	  10.04113	  9446.0
01467.0  	 ////./       	 ///./	 ///	  9417    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33657.3      	   2.3   	 244    	 ////./       	 ////./       	 ////./        	   76.28062	  10.04114	  9454.6
01468.0  	 ////./       	 ///./	 ///	  9425    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33658.3      	   2.2   	 243    	 ////./       	 ////./       	 ////./        	   76.28063	  10.04115	  9462.5
01469.0  	 ////./       	 ///./	 ///	  9433    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33659.3      	   2.2   	 242    	 ////./       	 ////./       	 ////./        	   76.28064	  10.04116	  9470.1
01470.0  	 ////./       	 ///./	 ///	  9440    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33660.3      	   2.1   	 242    	 ////./       	 ////./       	 ////./        	   76.28066	  10.04117	  9477.8
01471.0  	 ////./       	 ///./	 ///	  9448    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33661.3      	   2.1   	 241    	 ////./       	 ////./       	 ////./        	   76.28067	  10.04118	  9485.5
01472.0  	 ////./       	 ///./	 ///	  9456    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33662.3      	   2.0   	 240    	 ////./       	 ////./       	 ////./        	   76.28068	  10.04119	  9493.1
01473.0  	 ////./       	 ///./	 ///	  9462    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33663.3      	   1.9   	 239    	 ////./       	 ////./       	 ////./        	   76.28069	  10.04120	  9499.8
01474.0  	 ////./       	 ///./	 ///	  9469    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33664.3      	   1.9   	 238    	 ////./       	 ////./       	 ////./        	   76.28071	  10.04121	  9506.1
01475.0  	 ////./       	 ///./	 ///	  9475    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33665.3      	   1.8   	 237    	 ////./       	 ////./       	 ////./        	   76.28072	  10.04122	  9512.5
01476.0  	 ////./       	 ///./	 ///	  9481    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33666.3      	   1.8   	 236    	 ////./       	 ////./       	 ////./        	   76.28073	  10.04123	  9518.9
01477.0  	 ////./       	 ///./	 ///	  9488    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33667.3      	   1.7   	 234    	 ////./       	 ////./       	 ////./        	   76.28075	  10.04124	  9525.2
01478.0  	 ////./       	 ///./	 ///	  9494    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33668.3      	   1.6   	 233    	 ////./       	 ////./       	 ////./        	   76.28076	  10.04125	  9531.5
01479.0  	 ////./       	 ///./	 ///	  9500    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33669.3      	   1.6   	 232    	 ////./       	 ////./       	 ////./        	   76.28077	  10.04126	  9537.6
01480.0  	 ////./       	 ///./	 ///	  9506    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33670.3      	   1.5   	 230    	 ////./       	 ////./       	 ////./        	   76.28078	  10.04127	  9543.7
01481.0  	 ////./       	 ///./	 ///	  9512    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33671.3      	   1.5   	 228    	 ////./       	 ////./       	 ////./        	   76.28080	  10.04128	  9549.7
01482.0  	 ////./       	 ///./	 ///	  9518    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33672.3      	   1.4   	 226    	 ////./       	 ////./       	 ////./        	   76.28081	  10.04129	  9555.8
01483.0  	 ////./       	 ///./	 ///	  9524    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33673.3      	   1.3   	 224    	 ////./       	 ////./       	 ////./        	   76.28082	  10.04130	  9561.9
01484.0  	 ////./       	 ///./	 ///	  9530    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33674.3      	   1.3   	 222    	 ////./       	 ////./       	 ////./        	   76.28084	  10.04131	  9568.2
01485.0  	 ////./       	 ///./	 ///	  9537    	 ///./  	 ///./	   ///./	 ////./	20060.5 	 ////./ 	 //./    	 ////./    	 ///./    	 //.//       	 33675.3      	   1.2   	 220    	 ////./       	 ////./       	 ////./        	   76.28085	  10.04132	  9575.2
01486.0  	  308.1       	 -28.2	  52	  9544    	 -34.4  	 100.9	   ///./	 1600.3	 313.9  	  438.4 	  0.2    	   74.6    	 -28.2    	  0.48       	 33676.3      	   1.3   	 222    	 ////./       	 ////./       	 ////./        	   76.28086	  10.04133	  9582.3
01487.0  	  307.8       	 -28.3	  52	  9551    	 -34.5  	 100.8	   ///./	 1601.4	 313.9  	  438.1 	  0.2    	   74.6    	 -28.2    	  0.48       	 33677.3      	   1.4   	 224    	 ////./       	 ////./       	 ////./        	   76.28087	  10.04134	  9589.3
01488.0  	  307.5       	 -28.4	  52	  9558    	 -34.5  	 100.7	   ///./	 1602.4	 313.8  	  437.7 	  0.2    	   74.7    	 -28.3    	  0.47       	 33678.3      	   1.4   	 226    	 ////./       	 ////./       	 ////./        	   76.28089	  10.04135	  9596.3
01489.0  	  307.2       	 -28.4	  52	  9565    	 -34.6  	 100.7	   ///./	 1603.4	 313.8  	  437.4 	  0.2    	   74.7    	 -28.3    	  0.47       	 33679.3      	   1.5   	 227    	 ////./       	 ////./       	 ////./        	   76.28090	  10.04136	  9603.3
01490.0  	  307.0       	 -28.5	  52	  9572    	 -34.7  	 100.6	   ///./	 1604.4	 313.8  	  437.1 	  0.2    	   74.7    	 -28.4    	  0.47       	 33680.3      	   1.6   	 229    	 ////./       	 ////./       	 ////./        	   76.28091	  10.04137	  9610.2
01491.0  	  306.7       	 -28.5	  52	  9579    	 -34.7  	 100.5	   ///./	 1605.5	 313.7  	  436.8 	  0.2    	   74.7    	 -28.5    	  0.47       	 33681.3      	   1.7   	 230    	 ////./       	 ////./       	 ////./        	   76.28093	  10.04139	  9617.1
01492.0  	  306.4       	 -28.6	  52	  9586    	 -34.8  	 100.4	   ///./	 1606.5	 313.7  	  436.5 	  0.2    	   74.7    	 -28.5    	  0.46       	 33682.3      	   1.8   	 231    	 ////./       	 ////./       	 ////./        	   76.28094	  10.04140	  9624.0
01493.0  	  306.1       	 -28.6	  52	  9593    	 -34.9  	 100.4	   ///./	 1607.5	 313.6  	  436.1 	  0.2    	   74.7    	 -28.6    	  0.46       	 33683.3      	   1.8   	 232    	 ////./       	 ////./       	 ////./        	   76.28095	  10.04141	  9631.0
01494.0  	  305.8       	 -28.7	  52	  9600    	 -34.9  	 100.3	   ///./	 1608.5	 313.6  	  435.8 	  0.2    	   74.8    	 -28.6    	  0.46       	 33684.3      	   1.9   	 233    	 ////./       	 ////./       	 ////./        	   76.28096	  10.04142	  9637.9
01495.0  	  305.5       	 -28.7	  52	  9607    	 -35.0  	 100.2	   ///./	 1609.5	 313.6  	  435.5 	  0.2    	   74.8    	 -28.7    	  0.46       	 33685.3      	   2.0   	 234    	 ////./       	 ////./       	 ////./        	   76.28098	  10.04143	  9644.9
01496.0  	  305.2       	 -28.8	  52	  9614    	 -35.0  	 100.1	   ///./	 1610.6	 313.5  	  435.1 	  0.2    	   74.8    	 -28.7    	  0.45       	 33686.3      	   2.1   	 235    	 ////./       	 ////./       	 ////./        	   76.28099	  10.04144	  9652.2
01497.0  	  304.8       	 -28.9	  52	  9621    	 -35.1  	 100.1	   ///./	 1611.7	 313.5  	  434.8 	  0.2    	   74.8    	 -28.8    	  0.45       	 33687.3      	   2.2   	 236    	 ////./       	 ////./       	 ////./        	   76.28101	  10.04145	  9659.5
01498.0  	  304.5       	 -28.9	  52	  9628    	 -35.1  	 100.0	   ///./	 1612.7	 313.5  	  434.5 	  0.2    	   74.8    	 -28.8    	  0.45       	 33688.3      	   2.2   	 236    	 ////./       	 ////./       	 ////./        	   76.28103	  10.04147	  9666.9
01499.0  	  304.2       	 -29.0	  52	  9636    	 -35.2  	  99.9	   ///./	 1613.8	 313.4  	  434.1 	  0.2    	   74.9    	 -28.9    	  0.45       	 33689.3      	   2.3   	 237    	 ////./       	 ////./       	 ////./        	   76.28105	  10.04148	  9674.2
01500.0  	  303.9       	 -29.0	  52	  9643    	 -35.2  	  99.8	   ///./	 1614.9	 313.4  	  433.8 	  0.2    	   74.9    	 -29.0    	  0.45       	 33690.3      	   2.4   	 238    	 ////./       	 ////./       	 ////./        	   76.28107	  10.04150	  9681.5
01501.0  	  303.6       	 -29.1	  52	  9650    	 -35.3  	  99.8	   ///./	 1616.0	 313.4  	  433.4 	  0.2    	   74.9    	 -29.0    	  0.44       	 33691.3      	   2.5   	 238    	 ////./       	 ////./       	 ////./        	   76.28109	  10.04151	  9689.0
01502.0  	  303.2       	 -29.1	  52	  9658    	 -35.3  	  99.7	   ///./	 1617.2	 313.3  	  433.0 	  0.2    	   75.0    	 -29.1    	  0.44       	 33692.3      	   2.5   	 239    	 ////./       	 ////./       	 ////./        	   76.28111	  10.04152	  9697.1
01503.0  	  302.9       	 -29.2	  52	  9666    	 -35.4  	  99.6	   ///./	 1618.4	 313.3  	  432.6 	  0.2    	   75.0    	 -29.1    	  0.44       	 33693.3      	   2.6   	 239    	 ////./       	 ////./       	 ////./        	   76.28114	  10.04154	  9705.2
01504.0  	  302.6       	 -29.2	  52	  9675    	 -35.4  	  99.5	   ///./	 1619.6	 313.3  	  432.2 	  0.2    	   75.0    	 -29.2    	  0.44       	 33694.3      	   2.7   	 240    	 ////./       	 ////./       	 ////./        	   76.28116	  10.04155	  9713.3
01505.0  	  302.2       	 -29.3	  52	  9683    	 -35.5  	  99.4	   ///./	 1620.7	 313.2  	  431.8 	  0.2    	   75.1    	 -29.2    	  0.44       	 33695.3      	   2.8   	 240    	 ////./       	 ////./       	 ////./        	   76.28118	  10.04157	  9721.4
01506.0  	  301.9       	 -29.3	  52	  9691    	 -35.5  	  99.3	   ///./	 1621.9	 313.2  	  431.5 	  0.2    	   75.1    	 -29.3    	  0.43       	 33696.3      	   2.8   	 240    	 ////./       	 ////./       	 ////./        	   76.28120	  10.04158	  9729.5
01507.0  	  301.6       	 -29.4	  52	  9698    	 -35.6  	  99.3	   ///./	 1623.0	 313.2  	  431.1 	  0.2    	   75.1    	 -29.3    	  0.43       	 33697.3      	   2.8   	 239    	 ////./       	 ////./       	 ////./        	   76.28122	  10.04160	  9736.7
01508.0  	  301.3       	 -29.5	  52	  9705    	 -35.6  	  99.2	   ///./	 1624.0	 313.1  	  430.8 	  0.2    	   75.1    	 -29.4    	  0.43       	 33698.3      	   2.8   	 239    	 ////./       	 ////./       	 ////./        	   76.28124	  10.04161	  9743.8
01509.0  	  301.0       	 -29.5	  52	  9712    	 -35.7  	  99.1	   ///./	 1625.1	 313.1  	  430.5 	  0.2    	   75.2    	 -29.4    	  0.43       	 33699.3      	   2.8   	 239    	 ////./       	 ////./       	 ////./        	   76.28126	  10.04162	  9750.8
01510.0  	  300.7       	 -29.6	  52	  9719    	 -35.7  	  99.1	   ///./	 1626.1	 313.1  	  430.1 	  0.2    	   75.2    	 -29.5    	  0.43       	 33700.3      	   2.8   	 239    	 ////./       	 ////./       	 ////./        	   76.28128	  10.04164	  9757.9
01511.0  	  300.4       	 -29.6	  52	  9726    	 -35.8  	  99.0	   ///./	 1627.1	 313.0  	  429.8 	  0.2    	   75.2    	 -29.5    	  0.43       	 33701.3      	   2.8   	 238    	 ////./       	 ////./       	 ////./        	   76.28130	  10.04165	  9764.9
01512.0  	  300.1       	 -29.6	  52	  9733    	 -35.8  	  98.9	   ///./	 1628.2	 313.0  	  429.4 	  0.2    	   75.2    	 -29.6    	  0.42       	 33702.3      	   2.7   	 238    	 ////./       	 ////./       	 ////./        	   76.28132	  10.04167	  9772.0
01513.0  	  299.8       	 -29.7	  52	  9740    	 -35.8  	  98.8	   ///./	 1629.2	 313.0  	  429.1 	  0.2    	   75.3    	 -29.6    	  0.42       	 33703.3      	   2.7   	 238    	 ////./       	 ////./       	 ////./        	   76.28134	  10.04168	  9778.9
01514.0  	  299.5       	 -29.7	  52	  9747    	 -35.9  	  98.8	   ///./	 1630.2	 312.9  	  428.8 	  0.2    	   75.3    	 -29.7    	  0.42       	 33704.3      	   2.7   	 237    	 ////./       	 ////./       	 ////./        	   76.28136	  10.04170	  9785.8
01515.0  	  299.3       	 -29.8	  52	  9754    	 -35.9  	  98.7	   ///./	 1631.2	 312.9  	  428.5 	  0.2    	   75.3    	 -29.7    	  0.42       	 33705.3      	   2.7   	 237    	 ////./       	 ////./       	 ////./        	   76.28138	  10.04171	  9792.8
01516.0  	  299.0       	 -29.8	  52	  9760    	 -35.9  	  98.6	   ///./	 1632.2	 312.9  	  428.1 	  0.2    	   75.4    	 -29.8    	  0.42       	 33706.3      	   2.7   	 237    	 ////./       	 ////./       	 ////./        	   76.28140	  10.04172	  9799.7
01517.0  	  298.7       	 -29.9	  52	  9767    	 -36.0  	  98.6	   ///./	 1633.3	 312.8  	  427.8 	  0.2    	   75.4    	 -29.8    	  0.42       	 33707.3      	   2.7   	 236    	 ////./       	 ////./       	 ////./        	   76.28142	  10.04174	  9806.6
01518.0  	  298.4       	 -29.9	  52	  9774    	 -36.0  	  98.5	   ///./	 1634.3	 312.8  	  427.5 	  0.2    	   75.4    	 -29.9    	  0.42       	 33708.3      	   2.7   	 236    	 ////./       	 ////./       	 ////./        	   76.28144	  10.04175	  9813.5
01519.0  	  298.1       	 -30.0	  52	  9781    	 -36.1  	  98.4	   ///./	 1635.2	 312.8  	  427.2 	  0.2    	   75.4    	 -29.9    	  0.42       	 33709.3      	   2.7   	 236    	 ////./       	 ////./       	 ////./        	   76.28146	  10.04177	  9820.0
01520.0  	  297.8       	 -30.0	  52	  9787    	 -36.1  	  98.4	   ///./	 1636.2	 312.7  	  426.9 	  0.2    	   75.4    	 -30.0    	  0.41       	 33710.3      	   2.7   	 235    	 ////./       	 ////./       	 ////./        	   76.28148	  10.04178	  9826.6
01521.0  	  297.6       	 -30.1	  52	  9794    	 -36.1  	  98.3	   ///./	 1637.2	 312.7  	  426.6 	  0.2    	   75.5    	 -30.0    	  0.41       	 33711.3      	   2.7   	 235    	 ////./       	 ////./       	 ////./        	   76.28150	  10.04180	  9833.2
01522.0  	  297.3       	 -30.1	  53	  9800    	 -36.2  	  98.3	   ///./	 1638.1	 312.7  	  426.3 	  0.2    	   75.5    	 -30.1    	  0.41       	 33712.3      	   2.7   	 235    	 ////./       	 ////./       	 ////./        	   76.28152	  10.04181	  9839.8
01523.0  	  297.0       	 -30.2	  53	  9807    	 -36.2  	  98.2	   ///./	 1639.1	 312.6  	  425.9 	  0.2    	   75.5    	 -30.1    	  0.41       	 33713.3      	   2.7   	 234    	 ////./       	 ////./       	 ////./        	   76.28154	  10.04182	  9846.4
01524.0  	  296.7       	 -30.2	  53	  9813    	 -36.2  	  98.1	   ///./	 1640.1	 312.6  	  425.6 	  0.2    	   75.5    	 -30.2    	  0.41       	 33714.3      	   2.7   	 234    	 ////./       	 ////./       	 ////./        	   76.28156	  10.04184	  9852.9
01525.0  	  296.5       	 -30.3	  53	  9820    	 -36.3  	  98.1	   ///./	 1641.1	 312.6  	  425.3 	  0.2    	   75.6    	 -30.2    	  0.41       	 33715.3      	   2.7   	 234    	 ////./       	 ////./       	 ////./        	   76.28158	  10.04185	  9859.5
01526.0  	  296.2       	 -30.3	  53	  9827    	 -36.3  	  98.0	   ///./	 1642.0	 312.6  	  425.0 	  0.2    	   75.6    	 -30.3    	  0.41       	 33716.3      	   2.7   	 232    	 ////./       	 ////./       	 ////./        	   76.28160	  10.04187	  9866.1
01527.0  	  295.9       	 -30.4	  53	  9833    	 -36.4  	  97.9	   ///./	 1643.0	 312.5  	  424.7 	  0.2    	   75.6    	 -30.3    	  0.40       	 33717.3      	   2.7   	 231    	 ////./       	 ////./       	 ////./        	   76.28162	  10.04190	  9872.7
01528.0  	  295.7       	 -30.4	  53	  9840    	 -36.4  	  97.9	   ///./	 1644.0	 312.5  	  424.4 	  0.2    	   75.6    	 -30.4    	  0.40       	 33718.3      	   2.7   	 230    	 ////./       	 ////./       	 ////./        	   76.28163	  10.04192	  9879.3
01529.0  	  295.4       	 -30.5	  53	  9846    	 -36.5  	  97.8	   ///./	 1644.9	 312.5  	  424.2 	  0.2    	   75.6    	 -30.4    	  0.40       	 33719.3      	   2.8   	 229    	 ////./       	 ////./       	 ////./        	   76.28165	  10.04195	  9885.6
