Time [mm:ss]	UTC Time [hh:mm:ss]	Range [m]	Vertical Speed [m/s]	Horizontal Speed [m/s]	Longitude [°]	Latitude [°]	Altitude [m]
64:26.2     	10:00:55.5         	6100.5   	-13.3               	3.7                   	76.30838     	10.0833     	3203.2
64:27.0     	10:00:56.3         	6095.7   	-13.3               	1.8                   	76.30837     	10.0833     	3189.8
64:28.2     	10:00:57.6         	6089.5   	-13.2               	0.3                   	76.30837     	10.0833     	3176.7
64:29.0     	10:00:58.4         	6082.1   	-13.1               	1.6                   	76.30838     	10.0833     	3163.9
64:30.2     	10:00:59.6         	---      	---                 	---                   	---          	---         	---
64:31.0     	10:01:00.4         	6064.5   	-12.9               	3.6                   	76.30838     	10.0832     	3138.0
64:32.2     	10:01:01.6         	6055.3   	-12.7               	4.3                   	76.30837     	10.0832     	3125.2
64:33.1     	10:01:02.5         	6046.5   	-12.7               	5.0                   	76.30836     	10.0832     	3112.6
64:34.2     	10:01:03.6         	6038.6   	-12.9               	5.9                   	76.30832     	10.0831     	3099.7
64:35.1     	10:01:04.5         	6032.2   	-13.2               	6.7                   	76.30827     	10.0831     	3086.2
64:36.2     	10:01:05.6         	6027.7   	-13.2               	7.2                   	76.30821     	10.0831     	3072.4
64:37.1     	10:01:06.5         	6025.0   	-13.2               	7.2                   	76.30815     	10.0831     	3059.0
64:38.2     	10:01:07.6         	6023.5   	-13.1               	6.4                   	76.30809     	10.0831     	3045.7
64:39.1     	10:01:08.5         	6021.4   	-13.3               	4.4                   	76.30805     	10.0832     	3032.6
64:40.2     	10:01:09.6         	6017.4   	-13.4               	1.6                   	76.30804     	10.0832     	3019.0
64:41.1     	10:01:10.5         	6011.3   	-13.3               	0.6                   	76.30804     	10.0832     	3005.5
64:42.0     	10:01:11.4         	6003.9   	-13.2               	1.6                   	76.30805     	10.0832     	2992.1
64:43.1     	10:01:12.5         	---      	---                 	---                   	---          	---         	---
64:44.1     	10:01:13.4         	5986.0   	-13.1               	4.4                   	76.30806     	10.0831     	2965.7
64:45.2     	10:01:14.5         	5975.8   	-13.1               	5.9                   	76.30806     	10.0831     	2952.6
64:46.1     	10:01:15.4         	5965.3   	-13.0               	7.0                   	76.30804     	10.0830     	2939.5
64:47.2     	10:01:16.5         	5955.3   	-13.2               	7.6                   	76.30801     	10.0830     	2926.2
64:48.2     	10:01:17.5         	5947.3   	-13.2               	7.6                   	76.30796     	10.0829     	2913.0
64:49.3     	10:01:18.6         	5941.3   	-13.3               	7.2                   	76.30790     	10.0829     	2899.7
64:50.2     	10:01:19.5         	5936.6   	-13.3               	6.0                   	76.30785     	10.0829     	2886.3
64:51.3     	10:01:20.6         	5932.6   	-13.3               	4.0                   	76.30780     	10.0829     	2873.0
64:53.3     	10:01:22.6         	5920.0   	-13.4               	2.9                   	76.30777     	10.0829     	2846.3
64:54.2     	10:01:23.5         	5910.6   	-13.3               	4.8                   	76.30777     	10.0828     	2832.7
64:55.1     	10:01:24.4         	5899.9   	-13.3               	6.7                   	76.30777     	10.0828     	2819.2
64:57.1     	10:01:26.4         	5878.2   	-13.1               	9.2                   	76.30772     	10.0826     	2792.7
64:58.2     	10:01:27.5         	5868.6   	-12.9               	9.7                   	76.30767     	10.0826     	2779.6
64:59.1     	10:01:28.4         	5860.7   	-12.9               	9.5                   	76.30761     	10.0825     	2766.6
65:00.2     	10:01:29.5         	5855.0   	-13.2               	8.3                   	76.30754     	10.0825     	2753.4
65:02.2     	10:01:31.5         	5851.0   	-13.3               	6.6                   	76.30747     	10.0825     	2740.2
65:03.2     	10:01:32.5         	5843.2   	-13.2               	2.6                   	76.30739     	10.0825     	2713.7
65:04.3     	10:01:33.6         	5837.1   	-13.3               	2.6                   	76.30737     	10.0824     	2700.1
65:05.2     	10:01:34.5         	5828.9   	-13.4               	5.7                   	76.30735     	10.0824     	2686.7
65:06.3     	10:01:35.6         	5819.8   	-13.5               	8.5                   	76.30732     	10.0824     	2673.2
65:07.2     	10:01:36.5         	5811.8   	-13.2               	10.0                  	76.30726     	10.0823     	2659.6
65:08.3     	10:01:37.6         	5805.7   	-13.0               	10.3                  	76.30718     	10.0822     	2646.4
65:09.2     	10:01:38.5         	5801.6   	-13.0               	9.8                   	76.30710     	10.0822     	2633.4
65:10.1     	10:01:39.4         	5798.7   	-13.1               	8.1                   	76.30701     	10.0822     	2620.2
65:11.2     	10:01:40.5         	5200.7   	-13.3               	5.8                   	76.30695     	10.0822     	0.0
65:12.1     	10:01:41.4         	5792.6   	-13.2               	3.6                   	76.30691     	10.0822     	2593.8
65:14.1     	10:01:43.4         	5780.3   	-13.0               	6.4                   	76.30685     	10.0822     	2567.5
65:15.2     	10:01:44.5         	5772.6   	-12.8               	8.6                   	76.30680     	10.0821     	2554.5
65:16.2     	10:01:45.5         	5765.4   	-12.7               	10.1                  	76.30674     	10.0820     	2541.6
65:17.3     	10:01:46.6         	5759.8   	-12.8               	10.8                  	76.30666     	10.0820     	2528.7
65:18.2     	10:01:47.5         	5756.6   	-12.9               	10.9                  	76.30656     	10.0820     	2515.8
65:19.3     	10:01:48.6         	5755.5   	-12.8               	10.4                  	76.30647     	10.0820     	2502.9
65:20.2     	10:01:49.5         	5755.6   	-12.8               	8.7                   	76.30638     	10.0820     	2490.1
65:21.3     	10:01:50.6         	5755.0   	-12.8               	6.2                   	76.30631     	10.0820     	2477.3
65:22.2     	10:01:51.5         	5753.5   	-12.7               	4.8                   	76.30626     	10.0820     	2464.5
65:23.1     	10:01:52.4         	5751.4   	-12.6               	3.9                   	76.30623     	10.0820     	2451.8
65:24.2     	10:01:53.5         	5748.4   	-12.6               	2.6                   	76.30620     	10.0820     	2439.2
65:25.1     	10:01:54.4         	5743.8   	-12.6               	2.5                   	76.30618     	10.0820     	2426.7
65:27.1     	10:01:56.4         	5731.1   	-12.6               	4.5                   	76.30614     	10.0820     	2401.5
65:28.2     	10:01:57.5         	5723.8   	-12.8               	6.6                   	76.30612     	10.0819     	2388.7
65:29.1     	10:01:58.4         	5717.4   	-13.0               	8.3                   	76.30607     	10.0819     	2375.6
65:30.2     	10:01:59.5         	5713.2   	-12.9               	8.9                   	76.30599     	10.0818     	2362.7
65:31.1     	10:02:00.4         	5711.2   	-12.8               	8.6                   	76.30591     	10.0818     	2349.8
65:32.3     	10:02:01.6         	5710.4   	-12.8               	7.0                   	76.30584     	10.0818     	2336.9
65:33.1     	10:02:02.4         	5709.2   	-12.9               	4.3                   	76.30579     	10.0818     	2324.0
65:34.3     	10:02:03.6         	5706.1   	-12.9               	2.0                   	76.30577     	10.0819     	2311.0
65:35.1     	10:02:04.4         	---      	---                 	---                   	---          	---         	---
65:36.3     	10:02:05.6         	5694.4   	-12.7               	4.6                   	76.30574     	10.0818     	2285.3
65:38.0     	10:02:07.3         	5687.2   	-12.6               	6.5                   	76.30571     	10.0818     	2272.6
65:39.1     	10:02:08.4         	5674.6   	-12.5               	8.9                   	76.30561     	10.0817     	2247.1
65:40.1     	10:02:09.4         	5670.5   	-12.5               	9.1                   	76.30554     	10.0816     	2234.5
65:41.2     	10:02:10.5         	5668.3   	-12.6               	8.3                   	76.30546     	10.0816     	2221.8
65:42.1     	10:02:11.4         	5667.5   	-12.6               	6.8                   	76.30539     	10.0816     	2209.1
65:43.2     	10:02:12.6         	5243.9   	0.0                 	5.0                   	76.30534     	10.0816     	0.0
65:44.1     	10:02:13.5         	5664.7   	-12.9               	2.4                   	76.30531     	10.0816     	2183.6
65:45.2     	10:02:14.6         	5660.0   	-13.0               	3.0                   	76.30529     	10.0816     	2170.5
65:46.1     	10:02:15.5         	5653.8   	-12.9               	5.7                   	76.30527     	10.0816     	2157.5
65:47.2     	10:02:16.6         	5648.1   	-12.7               	7.4                   	76.30522     	10.0816     	2144.4
65:48.1     	10:02:17.5         	5643.9   	-12.5               	8.1                   	76.30516     	10.0815     	2131.7
65:49.2     	10:02:18.6         	5641.4   	-12.5               	8.1                   	76.30509     	10.0815     	2119.0
65:50.1     	10:02:19.5         	5640.4   	-12.5               	7.3                   	76.30502     	10.0815     	2106.4
65:51.0     	10:02:20.4         	5640.3   	-12.6               	5.6                   	76.30496     	10.0815     	2093.9
65:52.1     	10:02:21.5         	5639.5   	-12.7               	3.3                   	76.30493     	10.0815     	2081.2
65:53.1     	10:02:22.5         	5637.3   	-12.6               	1.8                   	76.30491     	10.0816     	2068.5
65:54.2     	10:02:23.6         	5633.6   	-12.5               	0.4                   	76.30491     	10.0816     	2055.9
65:55.1     	10:02:24.5         	5628.3   	-12.6               	2.1                   	76.30491     	10.0816     	2043.1
65:56.2     	10:02:25.6         	5622.1   	-12.7               	4.5                   	76.30490     	10.0815     	2030.4
65:57.1     	10:02:26.5         	5616.5   	-12.7               	6.3                   	76.30487     	10.0815     	2017.5
65:58.2     	10:02:27.6         	5613.0   	-12.7               	7.4                   	76.30481     	10.0815     	2004.7
65:59.1     	10:02:28.5         	5611.4   	-12.7               	7.6                   	76.30475     	10.0815     	1991.8
66:00.2     	10:02:29.6         	5611.0   	-12.6               	6.3                   	76.30468     	10.0815     	1979.1
66:01.1     	10:02:30.5         	5610.8   	-12.6               	4.3                   	76.30464     	10.0815     	1966.5
66:02.2     	10:02:31.6         	5609.3   	-12.6               	2.0                   	76.30462     	10.0815     	1953.7
66:03.1     	10:02:32.5         	5605.9   	-12.6               	0.1                   	76.30461     	10.0815     	1941.1
66:04.2     	10:02:33.6         	5600.8   	-12.6               	2.3                   	76.30461     	10.0815     	1928.4
66:05.2     	10:02:34.6         	5594.7   	-12.8               	4.8                   	76.30460     	10.0815     	1915.6
66:06.0     	10:02:35.4         	5589.9   	-12.8               	6.3                   	76.30457     	10.0814     	1902.7
66:07.2     	10:02:36.6         	5587.6   	-12.7               	6.6                   	76.30451     	10.0814     	1889.8
66:08.0     	10:02:37.4         	5587.2   	-12.5               	5.9                   	76.30445     	10.0814     	1876.9
66:09.2     	10:02:38.6         	5587.2   	-12.5               	4.3                   	76.30441     	10.0814     	1864.3
66:10.0     	10:02:39.4         	5586.0   	-12.4               	2.1                   	76.30439     	10.0815     	1851.7
66:11.2     	10:02:40.6         	5582.9   	-12.3               	0.1                   	76.30438     	10.0815     	1839.3
66:12.1     	10:02:41.5         	5578.0   	-12.3               	2.3                   	76.30438     	10.0815     	1826.9
66:13.2     	10:02:42.6         	5571.7   	-12.2               	4.0                   	76.30438     	10.0814     	1814.6
66:14.1     	10:02:43.5         	5564.8   	-12.1               	5.6                   	76.30437     	10.0814     	1802.4
66:15.2     	10:02:44.6         	5558.1   	-12.1               	6.8                   	76.30435     	10.0813     	1790.2
66:16.1     	10:02:45.5         	5552.5   	-12.1               	7.7                   	76.30430     	10.0813     	1777.9
66:17.2     	10:02:46.6         	5548.9   	-12.4               	7.5                   	76.30425     	10.0812     	1765.5
66:18.1     	10:02:47.5         	5547.4   	-12.6               	5.1                   	76.30419     	10.0812     	1752.9
66:19.0     	10:02:48.4         	---      	---                 	---                   	---          	---         	---
66:20.1     	10:02:49.5         	5542.9   	-12.4               	1.1                   	76.30414     	10.0812     	1727.6
66:21.0     	10:02:50.4         	5537.9   	-12.2               	3.1                   	76.30414     	10.0812     	1715.2
66:22.1     	10:02:51.5         	5531.6   	-12.0               	4.8                   	76.30413     	10.0812     	1703.1
66:23.0     	10:02:52.4         	5525.0   	-11.9               	6.1                   	76.30411     	10.0811     	1691.1
66:24.2     	10:02:53.6         	5519.5   	-11.8               	7.4                   	76.30408     	10.0811     	1679.0
66:25.1     	10:02:54.5         	5515.7   	-11.7               	8.0                   	76.30402     	10.0810     	1667.1
66:26.2     	10:02:55.6         	5513.9   	-11.7               	7.8                   	76.30396     	10.0810     	1655.3
66:27.1     	10:02:56.5         	5513.8   	-11.8               	6.8                   	76.30389     	10.0810     	1643.3
66:28.2     	10:02:57.6         	5514.7   	-11.6               	5.4                   	76.30384     	10.0810     	1631.5
66:29.1     	10:02:58.5         	5515.2   	-11.7               	3.7                   	76.30380     	10.0810     	1619.8
66:30.2     	10:02:59.6         	5514.4   	-11.6               	1.9                   	76.30378     	10.0811     	1608.1
66:32.2     	10:03:01.6         	5506.4   	-11.6               	4.0                   	76.30377     	10.0810     	1584.5
66:33.1     	10:03:02.5         	5500.1   	-11.3               	5.0                   	76.30377     	10.0810     	1572.8
66:34.1     	10:03:03.4         	5493.6   	-11.1               	5.7                   	76.30375     	10.0809     	1561.4
66:35.2     	10:03:04.5         	5487.8   	-10.9               	6.6                   	76.30373     	10.0809     	1550.3
66:36.1     	10:03:05.4         	5483.7   	-11.1               	6.8                   	76.30369     	10.0809     	1539.1
66:37.2     	10:03:06.5         	5482.0   	-11.3               	6.5                   	76.30363     	10.0808     	1527.8
66:38.2     	10:03:07.5         	5482.1   	-11.3               	5.2                   	76.30358     	10.0808     	1516.4
66:39.3     	10:03:08.6         	5482.9   	-11.2               	3.8                   	76.30354     	10.0808     	1505.2
66:41.3     	10:03:10.6         	5483.6   	-10.5               	3.1                   	76.30352     	10.0809     	1483.8
66:42.2     	10:03:11.5         	5482.7   	-10.3               	2.1                   	76.30352     	10.0809     	1473.4
66:43.3     	10:03:12.6         	5480.3   	-10.5               	0.7                   	76.30352     	10.0809     	1462.9
66:44.2     	10:03:13.5         	5477.0   	-11.0               	3.7                   	76.30351     	10.0809     	1452.0
66:45.3     	10:03:14.6         	5475.0   	-11.1               	5.8                   	76.30347     	10.0809     	1440.8
66:46.2     	10:03:15.5         	5475.1   	-11.2               	6.3                   	76.30342     	10.0809     	1429.6
66:47.1     	10:03:16.4         	5476.4   	-11.5               	5.5                   	76.30336     	10.0809     	1418.1
66:48.2     	10:03:17.5         	5477.7   	-11.6               	3.8                   	76.30333     	10.0809     	1406.6
66:49.1     	10:03:18.4         	5477.6   	-11.7               	2.4                   	76.30332     	10.0810     	1394.9
66:50.2     	10:03:19.5         	5475.5   	-11.7               	1.4                   	76.30333     	10.0810     	1383.1
66:51.1     	10:03:20.4         	5471.7   	-11.7               	1.8                   	76.30334     	10.0810     	1371.4
66:52.2     	10:03:21.5         	---      	---                 	---                   	---          	---         	---
66:53.1     	10:03:22.4         	5464.7   	-11.7               	5.1                   	76.30330     	10.0809     	1347.5
66:54.3     	10:03:23.6         	5464.4   	-11.9               	4.7                   	76.30326     	10.0809     	1335.3
66:55.1     	10:03:24.4         	5465.0   	-12.0               	3.3                   	76.30323     	10.0809     	1323.3
66:56.3     	10:03:25.6         	---      	---                 	---                   	---          	---         	---
66:57.1     	10:03:26.4         	5463.3   	-11.8               	1.6                   	76.30322     	10.0810     	1299.2
66:58.3     	10:03:27.6         	5459.7   	-11.4               	2.0                   	76.30323     	10.0810     	1287.6
66:59.1     	10:03:28.4         	5454.7   	-11.2               	3.1                   	76.30325     	10.0810     	1276.1
67:01.2     	10:03:30.5         	5444.0   	-11.3               	4.8                   	76.30324     	10.0809     	1253.8
67:02.1     	10:03:31.4         	5441.0   	-11.9               	4.7                   	76.30321     	10.0809     	1242.0
67:03.2     	10:03:32.5         	5440.1   	-11.9               	2.7                   	76.30318     	10.0809     	1230.2
67:06.1     	10:03:35.4         	5437.8   	-12.6               	2.2                   	76.30309     	10.0809     	1192.6
67:07.2     	10:03:36.5         	5435.3   	-13.0               	1.3                   	76.30307     	10.0808     	1179.6
67:09.2     	10:03:38.5         	5431.2   	-13.6               	2.6                   	76.30304     	10.0808     	1152.4
67:10.1     	10:03:39.5         	5430.0   	-13.5               	3.1                   	76.30301     	10.0808     	1138.8
67:11.2     	10:03:40.6         	5428.6   	-13.4               	3.4                   	76.30298     	10.0808     	1125.2
67:12.1     	10:03:41.5         	5427.1   	-13.5               	1.9                   	76.30296     	10.0808     	1111.2
67:13.2     	10:03:42.6         	5425.5   	-13.4               	1.7                   	76.30295     	10.0808     	1097.7
67:15.0     	10:03:44.4         	5420.2   	-13.3               	3.6                   	76.30291     	10.0808     	1069.8
67:16.1     	10:03:45.5         	5417.3   	-13.2               	2.4                   	76.30289     	10.0808     	1056.1
67:17.1     	10:03:46.4         	5413.7   	-13.1               	1.4                   	76.30289     	10.0808     	1043.0
67:18.2     	10:03:47.5         	5409.9   	-12.7               	3.4                   	76.30288     	10.0807     	1030.4
67:19.1     	10:03:48.4         	5407.1   	-12.4               	3.6                   	76.30286     	10.0807     	1017.3
67:20.2     	10:03:49.5         	5406.0   	-12.5               	1.6                   	76.30284     	10.0807     	1004.7
67:21.2     	10:03:50.5         	5404.0   	-12.7               	1.0                   	76.30284     	10.0807     	991.7
67:22.3     	10:03:51.6         	5401.6   	-12.8               	1.8                   	76.30283     	10.0807     	978.7
67:23.2     	10:03:52.5         	---      	---                 	---                   	---          	---         	---
67:24.3     	10:03:53.6         	5397.2   	-13.0               	1.7                   	76.30282     	10.0807     	952.5
67:25.2     	10:03:54.5         	5394.8   	-12.6               	2.3                   	76.30281     	10.0807     	939.7
67:26.3     	10:03:55.6         	5391.7   	-12.7               	2.2                   	76.30280     	10.0807     	926.9
67:28.0     	10:03:57.3         	5387.5   	-12.4               	1.1                   	76.30279     	10.0807     	901.4
67:29.2     	10:03:58.5         	5384.0   	-12.2               	2.7                   	76.30279     	10.0807     	888.9
67:30.1     	10:03:59.4         	5381.4   	-12.0               	3.1                   	76.30278     	10.0806     	876.6
67:31.2     	10:04:00.5         	5318.9   	-11.7               	2.7                   	76.30275     	10.0806     	0.0
67:32.1     	10:04:01.4         	---      	---                 	---                   	---          	---         	---
67:33.2     	10:04:02.5         	5379.2   	-11.9               	2.5                   	76.30275     	10.0807     	841.2
67:34.1     	10:04:03.4         	5374.7   	-11.9               	3.7                   	76.30278     	10.0806     	829.3
67:35.2     	10:04:04.5         	5369.5   	-12.0               	4.3                   	76.30279     	10.0806     	817.4
67:36.1     	10:04:05.4         	5365.6   	-11.9               	3.8                   	76.30277     	10.0806     	805.0
67:37.3     	10:04:06.6         	5363.9   	-11.9               	2.2                   	76.30275     	10.0806     	793.1
67:38.1     	10:04:07.4         	5363.0   	-11.9               	0.7                   	76.30274     	10.0806     	781.2
67:39.3     	10:04:08.6         	5360.8   	-11.9               	2.4                   	76.30276     	10.0806     	769.2
67:40.1     	10:04:09.4         	5356.3   	-12.0               	4.0                   	76.30278     	10.0805     	757.2
67:41.3     	10:04:10.6         	---      	---                 	---                   	---          	---         	---
67:42.2     	10:04:11.5         	5345.7   	-12.1               	4.1                   	76.30279     	10.0805     	732.9
67:43.1     	10:04:12.4         	5342.8   	-12.5               	1.3                   	76.30278     	10.0804     	720.4
67:44.2     	10:04:13.5         	5339.8   	-12.6               	2.3                   	76.30278     	10.0804     	707.8
67:45.1     	10:04:14.4         	5336.1   	-12.9               	3.1                   	76.30278     	10.0804     	694.9
67:46.2     	10:04:15.5         	5331.4   	-12.6               	4.3                   	76.30278     	10.0804     	682.2
67:47.1     	10:04:16.4         	5326.9   	-12.7               	2.6                   	76.30279     	10.0803     	669.4
67:48.2     	10:04:17.6         	5323.1   	-12.6               	3.2                   	76.30279     	10.0803     	657.0
67:49.1     	10:04:18.5         	---      	---                 	---                   	---          	---         	---
67:50.2     	10:04:19.6         	5316.2   	-12.8               	2.9                   	76.30278     	10.0803     	630.9
67:51.1     	10:04:20.5         	5311.5   	-12.7               	4.0                   	76.30279     	10.0802     	618.4
67:52.2     	10:04:21.6         	5307.0   	-12.3               	2.6                   	76.30281     	10.0802     	606.3
67:53.1     	10:04:22.5         	5274.1   	-12.4               	4.3                   	76.30283     	10.0802     	0.0
67:54.2     	10:04:23.6         	5296.0   	-12.1               	5.0                   	76.30286     	10.0802     	582.1
67:55.1     	10:04:24.5         	5290.4   	-12.1               	4.4                   	76.30287     	10.0801     	569.8
67:56.0     	10:04:25.4         	5285.6   	-12.1               	3.5                   	76.30288     	10.0801     	557.4
67:57.1     	10:04:26.5         	5281.1   	-12.1               	3.3                   	76.30289     	10.0800     	545.2
67:58.0     	10:04:27.4         	5276.6   	-12.0               	3.3                   	76.30291     	10.0800     	532.9
67:59.1     	10:04:28.5         	---      	---                 	---                   	---          	---         	---
68:00.1     	10:04:29.5         	5267.4   	-12.4               	4.0                   	76.30294     	10.0800     	508.2
68:01.2     	10:04:30.6         	5261.8   	-12.0               	5.0                   	76.30296     	10.0799     	496.2
68:03.2     	10:04:32.6         	5257.4   	-12.2               	2.2                   	76.30297     	10.0799     	484.2
68:04.1     	10:04:33.5         	5250.0   	-12.4               	4.8                   	76.30301     	10.0799     	459.5
68:05.3     	10:04:34.6         	5245.1   	-12.2               	3.3                   	76.30304     	10.0798     	447.1
68:06.2     	10:04:35.5         	5241.7   	-12.3               	2.7                   	76.30306     	10.0798     	434.3
68:07.3     	10:04:36.6         	5237.8   	-12.3               	5.0                   	76.30310     	10.0798     	421.9
68:08.2     	10:04:37.5         	5232.8   	-12.3               	4.2                   	76.30313     	10.0798     	409.2
68:11.1     	10:04:40.4         	5224.5   	-11.6               	4.8                   	76.30318     	10.0798     	373.8
68:12.2     	10:04:41.5         	5215.9   	-11.8               	2.6                   	76.30324     	10.0797     	362.1
68:14.2     	10:04:43.5         	5208.5   	-11.6               	6.4                   	76.30333     	10.0797     	338.7
68:16.2     	10:04:45.5         	5193.1   	-12.0               	2.5                   	76.30340     	10.0797     	0.0
68:18.2     	10:04:47.5         	5193.7   	-12.4               	6.1                   	76.30348     	10.0797     	290.0
68:19.1     	10:04:48.4         	5189.1   	-12.4               	4.2                   	76.30353     	10.0797     	277.3
68:21.1     	10:04:50.4         	5181.5   	-12.3               	6.9                   	76.30362     	10.0797     	252.0
68:23.1     	10:04:52.4         	5171.9   	-12.4               	3.6                   	76.30371     	10.0797     	227.0
68:24.0     	10:04:53.3         	---      	---                 	---                   	---          	---         	---
68:25.1     	10:04:54.4         	5164.0   	-11.9               	7.7                   	76.30382     	10.0797     	202.4
68:28.1     	10:04:57.4         	5153.9   	-12.4               	6.7                   	76.30392     	10.0796     	178.0
68:29.2     	10:04:58.5         	5144.5   	0.0                 	8.1                   	76.30404     	10.0796     	0.0
68:31.2     	10:05:00.5         	---      	---                 	---                   	---          	---         	---
68:32.1     	10:05:01.5         	5132.3   	-13.2               	6.7                   	76.30421     	10.0796     	115.2
68:33.2     	10:05:02.6         	---      	---                 	---                   	---          	---         	---
